"Demographic data (total population, age groups and race/ethnicity) by census tract were extracted from the 2018 American Community Survey.",,,,,,,,,,,,,,,
Census Tract , DRAFT CES 4.0 Score,DRAFT CES 4.0 Percentile,"DRAFT CES 4.0 
Percentile Range",2018 Total Population,"California 
County",Children < 10 years (%) ,Pop 10-64 years (%),Elderly > 65 years (%),Hispanic (%),White (%),African American (%),Native American (%),Asian American (%),Pacific Islander (%),Other/Multiple (%)
6073004600,27.73,56.66,55-60%,1968,San Diego,5.0,89.1,5.9,30.6,48.7,8.7,1.2,6.5,0.0,4.3
6073014200,27.72,56.65,55-60%,6455,San Diego,10.2,78.0,11.7,44.7,28.8,14.1,0.1,10.1,0.0,2.2
6095252904,27.71,56.63,55-60%,6599,Solano ,11.1,72.4,16.5,27.2,46.2,9.8,0.9,12.5,0.0,3.4
6073015703,27.71,56.62,55-60%,7066,San Diego,17.8,68.9,13.4,22.3,64.1,7.1,0.2,0.8,0.4,5.1
6053000501,27.71,56.61,55-60%,4349,Monterey ,19.9,72.6,7.5,95.9,3.5,0.6,0.0,0.0,0.0,0.0
6085503713,27.70,56.60,55-60%,3457,Santa Clara,15.8,65.8,18.4,58.8,6.1,2.1,0.0,26.2,5.3,1.5
6097154201,27.69,56.58,55-60%,3874,Sonoma ,16.1,69.3,14.6,44.3,50.2,0.6,2.8,1.7,0.2,0.2
6059088301,27.68,56.57,55-60%,6709,Orange ,10.2,74.7,15.2,45.7,22.2,0.1,0.0,31.1,0.4,0.5
6075025800,27.68,56.56,55-60%,2020,San Francisco,4.9,79.0,16.2,20.2,15.0,5.6,0.0,57.9,0.0,1.3
6055200203,27.67,56.54,55-60%,2352,Napa ,15.7,74.8,9.4,45.0,48.3,0.1,0.0,0.0,0.0,6.6
6061021003,27.67,56.53,55-60%,6726,Placer ,12.2,74.0,13.8,14.9,71.3,1.9,0.2,7.5,0.0,4.1
6075017801,27.67,56.52,55-60%,3654,San Francisco,2.5,50.2,47.3,5.5,30.9,3.2,0.0,58.3,0.0,2.1
6037503801,27.67,56.51,55-60%,3847,Los Angeles,11.0,75.8,13.2,46.0,35.1,0.0,0.4,15.3,0.0,3.2
6037920038,27.67,56.49,55-60%,4299,Los Angeles,14.5,76.7,8.8,58.8,25.7,3.4,0.7,5.9,0.0,5.6
6071002019,27.66,56.48,55-60%,5374,San Bernardino,11.4,80.8,7.8,34.4,34.1,12.0,0.0,14.8,0.0,4.8
6093000900,27.65,56.47,55-60%,7281,Siskiyou ,8.7,68.8,22.5,13.4,73.0,4.5,1.4,3.4,0.0,4.3
6111003100,27.64,56.46,55-60%,14669,Ventura ,13.6,77.5,8.9,67.6,12.7,1.9,0.6,15.0,0.5,1.8
6059001507,27.64,56.44,55-60%,4715,Orange ,13.5,76.6,9.9,36.9,45.3,2.3,0.0,13.7,0.0,1.7
6037650102,27.64,56.43,55-60%,2252,Los Angeles,9.9,77.5,12.6,22.6,34.9,1.5,0.0,34.5,0.0,6.6
6059088104,27.63,56.42,55-60%,4726,Orange ,15.2,67.4,17.4,43.7,24.5,1.1,2.2,26.5,0.4,1.6
6037212620,27.63,56.41,55-60%,4230,Los Angeles,10.2,78.8,11.0,47.4,7.6,2.6,0.0,38.7,0.0,3.7
6065043239,27.62,56.39,55-60%,7847,Riverside ,14.6,68.2,17.1,28.7,63.8,2.6,0.5,1.6,0.3,2.5
6037192001,27.62,56.38,55-60%,2410,Los Angeles,7.1,75.1,17.8,8.3,71.3,8.9,1.0,8.6,0.0,1.9
6071002037,27.61,56.37,55-60%,7758,San Bernardino,11.5,79.5,9.1,50.4,18.1,16.5,0.8,11.3,0.0,2.9
6011000300,27.61,56.36,55-60%,6157,Colusa ,13.6,75.2,11.2,70.7,21.8,1.7,1.4,3.2,0.5,0.8
6077005206,27.61,56.34,55-60%,23903,San Joaquin,20.5,74.1,5.5,21.3,32.0,7.1,0.0,33.5,0.9,5.2
6059099223,27.60,56.33,55-60%,4940,Orange ,7.3,73.1,19.6,13.9,23.7,0.0,1.4,59.1,0.2,1.7
6071011600,27.59,56.32,55-60%,8282,San Bernardino,15.9,62.8,21.4,23.9,64.4,5.7,0.0,2.4,0.0,3.6
6037576503,27.59,56.31,55-60%,4510,Los Angeles,8.7,83.2,8.1,39.3,32.1,15.5,1.3,6.2,1.5,4.2
6073003108,27.59,56.29,55-60%,3898,San Diego,17.0,73.4,9.6,54.5,21.7,8.2,0.0,13.1,0.4,2.2
6037482002,27.58,56.28,55-60%,6682,Los Angeles,12.6,67.0,20.4,30.8,4.6,1.4,0.8,59.8,1.4,1.3
6001435900,27.58,56.27,55-60%,5525,Alameda ,12.1,72.7,15.2,31.5,30.0,6.8,0.0,27.2,1.2,3.4
6085512506,27.58,56.25,55-60%,7443,Santa Clara,18.3,75.4,6.3,73.8,17.0,1.3,0.4,4.9,0.0,2.6
6073013104,27.58,56.24,55-60%,6357,San Diego,14.7,76.6,8.7,81.5,10.0,3.0,0.0,0.7,0.0,4.9
6007000502,27.56,56.23,55-60%,4230,Butte ,5.2,90.2,4.6,25.8,56.5,1.4,1.3,9.6,0.5,4.8
6059088901,27.55,56.22,55-60%,7060,Orange ,10.6,72.7,16.7,13.9,10.8,1.0,0.9,71.3,0.0,2.2
6001440200,27.54,56.20,55-60%,6261,Alameda ,12.5,79.8,7.7,68.7,4.7,6.3,0.2,18.7,0.0,1.5
6065043812,27.51,56.19,55-60%,5888,Riverside ,0.0,16.2,83.8,8.0,83.6,2.6,0.0,5.0,0.0,0.8
6029000800,27.50,56.18,55-60%,5221,Kern ,16.9,69.6,13.5,64.9,27.1,3.8,0.0,2.0,0.0,2.1
6073013401,27.49,56.17,55-60%,4280,San Diego,13.6,68.6,17.9,58.9,34.1,0.6,0.0,5.9,0.0,0.6
6073008359,27.48,56.15,55-60%,4668,San Diego,13.7,79.7,6.6,26.6,23.2,4.4,0.0,38.6,0.3,6.8
6053011400,27.48,56.14,55-60%,4589,Monterey ,11.3,75.1,13.6,32.9,55.8,4.2,0.1,3.4,0.0,3.6
6077003208,27.47,56.13,55-60%,13396,San Joaquin,14.0,73.5,12.5,26.0,23.2,11.8,0.0,34.9,1.3,2.7
6037143603,27.46,56.12,55-60%,2369,Los Angeles,7.9,80.1,11.9,9.0,73.0,2.2,0.5,7.9,0.0,7.4
6037405301,27.45,56.10,55-60%,3501,Los Angeles,15.1,74.3,10.6,71.0,8.0,3.2,0.0,15.2,0.2,2.3
6037482102,27.45,56.09,55-60%,2849,Los Angeles,9.2,68.5,22.3,32.6,6.6,0.7,0.3,56.9,0.0,3.0
6059099703,27.45,56.08,55-60%,5962,Orange ,7.6,72.3,20.0,14.1,40.1,1.2,0.0,41.3,0.0,3.3
6073013409,27.44,56.07,55-60%,5197,San Diego,10.2,70.0,19.9,58.1,27.8,3.1,0.0,9.3,0.0,1.8
6067004203,27.44,56.05,55-60%,5618,Sacramento ,22.0,70.0,7.9,33.4,9.2,22.1,0.0,24.7,4.0,6.6
6073020214,27.44,56.04,55-60%,6183,San Diego,17.8,74.6,7.6,83.1,13.3,1.2,0.5,0.8,0.0,1.1
6037900605,27.42,56.03,55-60%,7433,Los Angeles,23.4,66.8,9.8,53.5,29.5,15.8,0.0,0.3,0.0,0.8
6059099227,27.40,56.02,55-60%,5973,Orange ,14.9,72.3,12.8,33.4,26.2,0.5,0.7,36.4,0.0,2.9
6073010003,27.39,56.00,55-60%,6138,San Diego,9.7,70.5,19.8,65.7,9.1,2.7,0.0,14.0,7.1,1.4
6083002304,27.37,55.99,55-60%,6238,Santa Barbara,21.3,73.8,4.9,90.7,4.6,0.2,0.0,3.9,0.0,0.5
6073010200,27.36,55.98,55-60%,7263,San Diego,15.4,72.7,11.9,37.5,42.0,5.3,3.3,5.0,0.0,7.0
6059087101,27.36,55.96,55-60%,4609,Orange ,11.7,76.7,11.6,37.5,24.9,4.6,0.0,30.7,0.0,2.3
6037432101,27.35,55.95,55-60%,4072,Los Angeles,10.5,70.6,18.8,17.1,17.0,0.0,1.0,62.6,0.0,2.2
6013367100,27.35,55.94,55-60%,5193,Contra Costa,10.6,73.8,15.7,35.8,9.2,29.6,0.0,19.1,1.3,5.0
6001436700,27.35,55.93,55-60%,3290,Alameda ,10.4,79.7,9.8,46.4,17.1,7.1,0.0,25.6,0.7,3.2
6077004704,27.34,55.91,55-60%,5147,San Joaquin,12.5,70.1,17.5,38.2,59.2,0.7,0.3,1.0,0.0,0.5
6001437701,27.34,55.90,55-60%,3597,Alameda ,15.3,79.3,5.4,59.5,10.6,10.4,1.3,11.6,2.6,3.9
6075020200,27.34,55.89,55-60%,6181,San Francisco,5.1,81.4,13.6,18.7,49.1,3.2,0.1,16.5,0.8,11.5
6053001400,27.32,55.88,55-60%,2657,Monterey ,13.6,69.4,17.0,47.9,44.1,3.3,0.0,2.6,0.0,2.0
6037214501,27.32,55.86,55-60%,2806,Los Angeles,15.4,75.9,8.8,10.8,50.1,5.9,1.2,24.0,0.0,7.9
6023001101,27.31,55.85,55-60%,7250,Humboldt ,10.1,79.0,10.9,13.9,73.0,1.7,2.2,3.4,0.0,5.8
6065044403,27.31,55.84,55-60%,4270,Riverside ,11.1,69.6,19.3,21.9,62.7,0.9,4.7,5.5,1.0,3.3
6111005403,27.30,55.83,55-60%,2713,Ventura ,13.6,70.4,16.0,56.6,33.8,0.9,0.3,5.8,0.0,2.6
6067008911,27.29,55.81,55-60%,2445,Sacramento ,19.6,74.1,6.4,27.2,40.0,16.3,0.3,5.0,0.0,11.2
6111007700,27.28,55.80,55-60%,5925,Ventura ,12.3,75.9,11.8,34.5,55.4,1.1,0.0,7.0,0.0,2.1
6037480102,27.28,55.79,55-60%,4740,Los Angeles,9.4,71.8,18.8,24.6,13.4,1.9,0.0,58.1,0.0,2.0
6083002305,27.28,55.78,55-60%,6979,Santa Barbara,12.2,78.7,9.1,90.3,5.1,0.7,0.0,3.7,0.0,0.1
6067009112,27.27,55.76,55-60%,3995,Sacramento ,11.3,77.7,11.0,27.7,41.4,10.4,0.6,13.3,0.9,5.8
6075011800,27.27,55.75,55-60%,1477,San Francisco,4.4,72.0,23.6,1.4,9.4,0.1,0.1,87.7,0.0,1.3
6073010014,27.27,55.74,55-60%,19418,San Diego,11.0,80.2,8.8,50.5,16.3,11.2,0.5,19.2,0.4,2.0
6065042624,27.27,55.73,55-60%,4547,Riverside ,14.0,77.4,8.6,47.5,20.5,14.9,0.0,9.7,1.5,5.9
6097153002,27.26,55.71,55-60%,6874,Sonoma ,20.2,71.5,8.3,52.8,34.6,3.7,0.6,2.1,1.6,4.6
6057000502,27.26,55.70,55-60%,4908,Nevada ,10.2,64.2,25.6,11.7,80.5,0.0,0.7,3.8,0.0,3.2
6059087001,27.26,55.69,55-60%,5297,Orange ,12.5,75.8,11.6,52.5,16.8,8.4,0.0,19.3,0.4,2.6
6055200503,27.25,55.67,55-60%,1683,Napa ,10.7,79.7,9.6,46.2,50.1,0.5,1.0,1.6,0.0,0.5
6059110116,27.25,55.66,55-60%,4981,Orange ,11.4,70.0,18.6,18.2,21.2,6.7,0.0,46.2,2.0,5.6
6083002404,27.25,55.65,55-60%,9012,Santa Barbara,28.3,68.5,3.1,93.8,3.7,0.3,0.0,1.4,0.1,0.6
6037408003,27.25,55.64,55-60%,4642,Los Angeles,9.5,74.5,16.0,57.7,6.1,5.9,0.0,29.8,0.0,0.5
6095250103,27.24,55.62,55-60%,4988,Solano ,11.4,71.2,17.4,19.4,18.1,25.1,0.0,29.3,5.0,3.0
6037137103,27.24,55.61,55-60%,5311,Los Angeles,13.6,69.4,17.1,13.7,62.5,4.8,0.4,17.8,0.0,0.8
6059088403,27.23,55.60,55-60%,7200,Orange ,11.1,81.3,7.5,52.1,16.0,1.8,0.0,29.0,0.0,1.1
6037462202,27.23,55.59,55-60%,2785,Los Angeles,9.7,79.2,11.1,13.2,45.1,4.4,0.0,35.5,0.0,1.9
6037900705,27.23,55.57,55-60%,3949,Los Angeles,17.1,68.6,14.4,35.7,43.4,11.6,1.8,3.1,0.0,4.4
6037403901,27.22,55.56,55-60%,3279,Los Angeles,8.6,78.9,12.5,54.6,31.1,1.5,0.5,9.3,0.3,2.7
6037111205,27.22,55.55,55-60%,4064,Los Angeles,12.1,73.6,14.3,16.7,35.8,10.1,0.0,34.8,0.4,2.2
6037111100,27.22,55.54,55-60%,3128,Los Angeles,8.9,77.3,13.8,46.4,34.0,2.5,0.0,15.1,0.0,2.0
6067003000,27.22,55.52,55-60%,7318,Sacramento ,8.0,76.4,15.6,31.4,45.1,7.5,0.0,8.2,2.9,4.9
6075012402,27.20,55.51,55-60%,4320,San Francisco,4.0,84.7,11.3,20.2,33.6,7.5,0.0,34.6,1.0,3.1
6059099226,27.19,55.50,55-60%,4139,Orange ,5.7,72.7,21.6,15.0,33.6,0.0,0.4,51.0,0.0,0.0
6073014001,27.18,55.49,55-60%,4518,San Diego,9.4,76.2,14.4,41.3,31.6,12.7,0.0,7.9,1.1,5.4
6029005201,27.18,55.47,55-60%,4693,Kern ,3.6,62.6,33.8,11.3,86.7,0.1,0.4,0.9,0.0,0.6
6065041702,27.18,55.46,55-60%,5261,Riverside ,16.3,71.8,11.9,67.2,28.9,1.1,0.0,1.7,0.0,1.0
6065043601,27.17,55.45,55-60%,4643,Riverside ,18.5,72.5,9.1,71.2,17.2,7.3,1.6,0.8,0.0,1.9
6073010106,27.16,55.44,55-60%,5985,San Diego,13.8,76.5,9.7,86.2,8.1,0.9,0.0,3.3,0.0,1.5
6071007302,27.15,55.42,55-60%,9579,San Bernardino,4.6,70.8,24.7,12.5,41.7,6.8,0.3,33.7,3.3,1.7
6037920036,27.15,55.41,55-60%,3170,Los Angeles,10.7,80.2,9.1,53.8,33.8,3.1,0.7,4.7,0.0,3.8
6037401203,27.15,55.40,55-60%,5295,Los Angeles,12.0,70.9,17.2,38.9,41.2,4.5,0.4,11.2,0.0,3.7
6075061100,27.13,55.38,55-60%,4692,San Francisco,9.9,62.1,28.0,0.0,3.7,0.3,1.1,93.4,0.7,0.8
6037139200,27.12,55.37,55-60%,5840,Los Angeles,10.6,72.8,16.6,22.8,58.7,2.6,0.0,14.4,0.0,1.6
6053011101,27.12,55.36,55-60%,5837,Monterey ,21.8,69.1,9.1,89.7,8.7,0.0,0.3,0.3,0.0,0.9
6037501802,27.12,55.35,55-60%,3485,Los Angeles,13.6,74.5,11.9,76.4,17.3,3.3,0.0,1.0,0.0,2.0
6037408625,27.11,55.33,55-60%,4188,Los Angeles,14.2,64.0,21.8,34.0,14.3,0.0,0.5,50.2,0.0,1.0
6073008511,27.10,55.32,55-60%,4610,San Diego,4.7,88.7,6.5,30.0,43.0,2.4,0.0,19.4,3.4,1.9
6071010010,27.10,55.31,55-60%,6869,San Bernardino,19.0,68.7,12.3,69.6,24.9,2.5,0.0,1.9,0.0,1.1
6073006500,27.09,55.30,55-60%,3285,San Diego,7.6,72.8,19.6,24.0,54.7,12.3,0.0,5.8,1.4,1.8
6071010020,27.09,55.28,55-60%,7966,San Bernardino,21.7,68.0,10.3,60.7,26.5,8.3,0.0,2.0,0.0,2.4
6089011002,27.08,55.27,55-60%,5094,Shasta ,10.4,66.0,23.6,11.5,79.5,0.2,0.6,2.7,0.0,5.5
6037554103,27.08,55.26,55-60%,1523,Los Angeles,10.6,78.7,10.6,58.6,11.9,11.6,0.0,15.9,0.0,2.0
6065045207,27.08,55.25,55-60%,5314,Riverside ,16.6,71.0,12.3,83.7,13.8,0.5,0.0,1.0,0.0,1.0
6085503217,27.07,55.23,55-60%,4785,Santa Clara,15.4,78.3,6.3,71.3,4.1,1.0,0.0,18.9,1.1,3.6
6083002706,27.07,55.22,55-60%,6620,Santa Barbara,18.3,74.5,7.2,73.4,21.0,0.8,0.5,1.1,0.0,3.1
6037267502,27.07,55.21,55-60%,3601,Los Angeles,10.5,81.1,8.4,24.7,49.0,1.7,0.6,16.0,0.0,8.1
6029001802,27.06,55.20,55-60%,5474,Kern ,14.4,75.3,10.4,36.6,45.9,8.3,0.0,4.3,0.5,4.4
6023010800,27.05,55.18,55-60%,4583,Humboldt ,13.4,71.6,15.0,14.1,78.3,0.1,2.9,0.3,0.0,4.4
6053011302,27.04,55.17,55-60%,5616,Monterey ,21.8,72.4,5.8,88.5,8.2,0.0,0.0,0.0,0.0,3.3
6029005506,27.04,55.16,55-60%,5548,Kern ,14.6,72.4,13.1,37.4,50.1,1.9,1.4,3.6,0.0,5.5
6037300902,27.03,55.15,55-60%,1980,Los Angeles,10.6,65.9,23.5,15.4,65.2,0.0,0.0,16.0,0.0,3.4
6037117301,27.03,55.13,55-60%,4005,Los Angeles,13.0,71.5,15.5,33.0,42.5,2.2,0.0,18.1,0.0,4.2
6065031001,27.03,55.12,55-60%,5938,Riverside ,13.7,69.9,16.4,49.7,37.9,3.6,0.5,7.3,0.0,1.0
6067008913,27.02,55.11,55-60%,4145,Sacramento ,9.4,73.4,17.2,19.9,66.9,1.5,0.1,5.6,0.0,6.0
6071002109,27.02,55.09,55-60%,5276,San Bernardino,10.2,84.0,5.8,32.3,24.5,18.9,0.4,18.3,0.0,5.5
6073006802,27.00,55.08,55-60%,5400,San Diego,4.4,86.4,9.2,21.4,58.0,6.7,0.0,11.4,0.0,2.5
6037554522,27.00,55.07,55-60%,4868,Los Angeles,8.9,62.1,29.0,17.4,18.4,9.4,0.7,50.1,0.0,3.9
6077004901,27.00,55.06,55-60%,7762,San Joaquin,14.2,71.5,14.3,25.5,71.8,0.6,0.0,0.4,0.0,1.7
6071007410,27.00,55.04,55-60%,5195,San Bernardino,18.6,66.8,14.6,28.2,41.2,17.3,0.5,7.9,1.2,3.7
6037211121,26.99,55.03,55-60%,2186,Los Angeles,8.6,81.3,10.1,40.6,14.1,6.8,0.0,33.5,1.4,3.6
6037650004,26.98,55.02,55-60%,4023,Los Angeles,12.0,77.2,10.8,19.8,23.1,6.1,0.0,43.9,0.4,6.8
6037910706,26.97,55.01,55-60%,6212,Los Angeles,16.0,79.6,4.5,69.6,9.0,14.4,0.0,5.9,0.4,0.6
6037106646,26.96,54.99,50-55%,3439,Los Angeles,9.9,67.7,22.4,33.8,42.1,5.0,0.0,17.2,0.5,1.4
6107001901,26.95,54.98,50-55%,3851,Tulare ,13.2,73.3,13.5,55.8,40.7,0.3,0.0,2.2,0.0,1.0
6111004000,26.94,54.97,50-55%,7428,Ventura ,12.8,77.0,10.2,88.5,5.0,1.5,0.0,4.4,0.0,0.6
6071011101,26.94,54.96,50-55%,3277,San Bernardino,12.9,65.3,21.8,11.8,77.1,2.0,0.5,4.6,0.0,4.0
6071011401,26.94,54.94,50-55%,5057,San Bernardino,15.5,67.3,17.1,24.4,69.8,0.2,0.5,1.6,0.0,3.6
6037650605,26.93,54.93,50-55%,3026,Los Angeles,12.3,76.6,11.2,12.0,38.7,2.7,0.8,41.6,0.0,4.3
6065041003,26.92,54.92,50-55%,2783,Riverside ,9.5,82.1,8.4,62.1,27.2,1.7,0.0,7.7,0.0,1.3
6075026100,26.92,54.91,50-55%,7516,San Francisco,7.9,77.6,14.5,32.2,7.4,1.1,0.0,55.5,1.2,2.7
6097152702,26.92,54.89,50-55%,5644,Sonoma ,12.0,74.1,13.9,25.8,62.8,2.1,0.5,2.4,0.0,6.3
6101050301,26.91,54.88,50-55%,2294,Sutter ,12.1,67.2,20.7,29.3,59.9,0.5,0.9,5.1,0.1,4.4
6073013302,26.89,54.87,50-55%,4797,San Diego,11.1,73.7,15.2,69.6,24.3,1.6,0.3,4.0,0.0,0.3
6065030700,26.89,54.85,50-55%,5800,Riverside ,13.5,74.3,12.2,40.0,51.1,6.4,0.0,0.7,0.5,1.3
6081602000,26.88,54.84,50-55%,8439,San Mateo,7.6,74.9,17.5,37.7,16.2,0.1,0.0,41.9,1.6,2.5
6029000902,26.86,54.83,50-55%,3473,Kern ,16.0,71.6,12.4,63.6,27.6,5.1,0.0,3.3,0.0,0.4
6073012303,26.85,54.82,50-55%,3383,San Diego,5.4,69.7,24.9,55.5,29.6,5.3,0.8,6.1,0.3,2.3
6037311100,26.85,54.80,50-55%,4051,Los Angeles,10.6,71.0,18.3,29.8,47.7,0.5,0.9,16.0,0.0,5.0
6065042723,26.85,54.79,50-55%,6487,Riverside ,15.5,69.5,15.1,56.8,40.4,1.0,0.8,0.0,0.3,0.7
6037267800,26.85,54.78,50-55%,2680,Los Angeles,13.1,68.2,18.7,7.6,69.0,0.8,0.0,18.9,0.7,3.0
6073008339,26.83,54.77,50-55%,2053,San Diego,5.9,91.9,2.2,15.8,47.6,2.3,0.0,29.4,0.1,4.7
6037408212,26.81,54.75,50-55%,5285,Los Angeles,12.8,69.4,17.7,30.8,10.4,2.9,0.0,54.1,0.0,1.9
6037650401,26.81,54.74,50-55%,4728,Los Angeles,12.5,73.4,14.1,11.9,46.2,0.0,0.0,36.4,0.0,5.5
6011000500,26.80,54.73,50-55%,2564,Colusa ,13.6,74.5,11.9,52.6,41.4,1.4,0.0,2.0,0.5,2.1
6073013908,26.79,54.72,50-55%,4041,San Diego,15.0,76.9,8.1,58.7,14.8,5.3,0.9,11.4,3.7,5.2
6037576904,26.79,54.70,50-55%,3418,Los Angeles,9.8,84.4,5.8,43.6,28.9,11.3,0.0,9.7,0.0,6.5
6037670001,26.79,54.69,50-55%,3486,Los Angeles,9.7,73.2,17.1,32.1,39.9,6.0,0.0,14.4,0.0,7.5
6037408004,26.79,54.68,50-55%,2486,Los Angeles,14.6,75.9,9.5,45.0,8.7,6.8,0.0,38.3,0.0,1.2
6037920035,26.78,54.67,50-55%,7112,Los Angeles,13.3,77.2,9.4,49.4,34.2,1.3,0.3,12.4,0.0,2.6
6037703100,26.77,54.65,50-55%,5935,Los Angeles,7.9,70.9,21.1,7.0,5.7,77.2,1.4,1.9,0.0,6.8
6061021401,26.77,54.64,50-55%,2485,Placer ,8.5,74.6,16.9,31.8,62.4,1.6,0.0,1.6,0.0,2.6
6025012400,26.76,54.63,50-55%,919,Imperial ,0.0,35.3,64.7,6.0,87.9,3.5,1.0,1.6,0.0,0.0
6037141102,26.74,54.62,50-55%,3068,Los Angeles,12.5,73.9,13.7,8.9,70.4,5.2,0.0,5.4,0.0,10.0
6085503111,26.74,54.60,50-55%,5196,Santa Clara,10.6,78.6,10.8,48.6,3.3,0.3,1.2,45.0,0.1,1.5
6037910001,26.73,54.59,50-55%,6316,Los Angeles,14.9,73.4,11.8,64.2,17.5,14.2,0.3,2.3,0.0,1.5
6097153102,26.72,54.58,50-55%,5735,Sonoma ,13.4,80.7,5.9,65.8,21.6,4.0,1.4,6.2,0.0,1.0
6037135111,26.72,54.56,50-55%,3496,Los Angeles,15.0,74.8,10.2,21.0,47.4,3.1,0.0,26.6,0.0,1.9
6037139001,26.72,54.55,50-55%,5618,Los Angeles,18.6,69.0,12.4,16.4,67.6,1.5,0.0,7.3,0.0,7.3
6037650001,26.71,54.54,50-55%,5617,Los Angeles,10.8,70.6,18.6,24.6,21.8,0.3,0.2,47.7,0.0,5.3
6037101220,26.71,54.53,50-55%,3497,Los Angeles,8.6,75.0,16.4,37.6,48.4,2.0,0.0,8.6,0.0,3.3
6085503212,26.71,54.51,50-55%,4403,Santa Clara,8.1,75.6,16.4,25.6,6.5,4.3,0.0,60.7,0.0,2.9
6071012001,26.70,54.50,50-55%,6048,San Bernardino,16.4,72.5,11.1,44.1,26.8,11.7,1.0,7.7,5.3,3.3
6083000801,26.69,54.49,50-55%,3465,Santa Barbara,13.6,70.7,15.7,74.5,23.0,0.9,0.0,1.5,0.0,0.1
6001410200,26.69,54.48,50-55%,3399,Alameda ,17.7,72.3,10.0,33.3,4.7,53.0,0.0,3.9,3.1,2.0
6013370000,26.67,54.46,50-55%,2814,Contra Costa,5.7,76.9,17.5,19.2,43.2,13.0,0.0,20.2,0.0,4.4
6037311700,26.67,54.45,50-55%,6422,Los Angeles,8.2,74.1,17.7,21.0,65.5,1.3,1.1,8.1,0.0,3.0
6019005509,26.67,54.44,50-55%,5241,Fresno ,14.3,73.1,12.7,20.7,55.7,4.8,0.9,14.6,0.2,3.1
6001422200,26.66,54.43,50-55%,3347,Alameda ,8.6,77.1,14.3,15.8,58.1,5.3,0.2,12.5,0.7,7.4
6065044521,26.66,54.41,50-55%,1352,Riverside ,7.2,82.5,10.3,53.3,36.4,2.6,0.5,6.0,0.0,1.3
6007003200,26.63,54.40,50-55%,4204,Butte ,17.6,62.7,19.7,35.2,53.1,1.6,4.1,1.0,0.0,5.0
6093000702,26.62,54.39,50-55%,4438,Siskiyou ,14.1,66.6,19.3,13.4,69.9,2.3,6.7,0.7,0.0,7.1
6079010603,26.62,54.38,50-55%,1447,San Luis Obispo,7.0,61.6,31.4,22.5,72.6,1.1,0.3,2.9,0.0,0.7
6059099222,26.61,54.36,50-55%,5420,Orange ,12.8,67.7,19.4,18.5,18.3,0.4,0.2,61.2,0.0,1.4
6037212101,26.60,54.35,50-55%,3165,Los Angeles,6.8,81.3,11.9,25.8,8.8,16.1,0.0,43.8,0.0,5.6
6111003801,26.60,54.34,50-55%,4885,Ventura ,14.1,78.8,7.1,92.6,1.8,0.0,0.0,5.4,0.1,0.0
6085509000,26.60,54.33,50-55%,7832,Santa Clara,16.4,76.9,6.8,47.8,22.4,2.6,0.5,23.2,0.3,3.2
6067009317,26.59,54.31,50-55%,6740,Sacramento ,16.4,73.7,9.9,29.6,28.6,9.2,0.0,25.4,1.9,5.2
6085502002,26.58,54.30,50-55%,5933,Santa Clara,11.4,82.6,6.0,66.5,18.4,5.0,0.0,6.8,0.0,3.3
6059075401,26.58,54.29,50-55%,4130,Orange ,11.4,75.0,13.6,50.9,39.2,1.8,0.0,5.4,0.0,2.7
6037900505,26.57,54.27,50-55%,3661,Los Angeles,18.1,70.4,11.5,42.6,31.1,21.2,0.0,2.3,0.0,2.8
6001444302,26.57,54.26,50-55%,4692,Alameda ,11.2,78.7,10.1,47.8,15.4,4.5,0.9,26.6,1.1,3.9
6073009400,26.56,54.25,50-55%,4565,San Diego,14.3,85.7,0.0,26.7,56.8,6.0,1.9,2.6,0.1,5.8
6001437500,26.56,54.24,50-55%,4586,Alameda ,18.5,72.5,8.9,66.1,12.8,5.1,0.0,15.0,0.2,0.7
6037139402,26.55,54.22,50-55%,2889,Los Angeles,17.5,63.0,19.6,4.4,81.8,6.2,0.0,3.0,0.0,4.6
6037301203,26.55,54.21,50-55%,4611,Los Angeles,5.5,69.3,25.1,17.9,64.8,2.6,0.0,12.3,0.0,2.3
6071008710,26.54,54.20,50-55%,4866,San Bernardino,14.2,68.2,17.6,50.1,44.4,0.3,0.5,1.1,0.0,3.7
6037403312,26.54,54.19,50-55%,4881,Los Angeles,10.4,74.2,15.4,35.0,23.4,1.1,0.0,39.6,0.0,0.9
6067007020,26.54,54.17,50-55%,4290,Sacramento ,16.2,74.7,9.1,23.3,49.6,8.0,0.0,11.4,1.6,6.1
6075025500,26.54,54.16,50-55%,9754,San Francisco,10.6,68.9,20.5,32.2,22.2,1.1,0.0,41.5,0.0,3.0
6049000100,26.53,54.15,50-55%,3507,Modoc ,12.2,69.6,18.2,9.6,84.9,3.3,1.1,0.3,0.0,0.8
6065045705,26.53,54.14,50-55%,9382,Riverside ,18.1,77.9,3.9,98.2,1.0,0.2,0.2,0.5,0.0,0.0
6111007612,26.51,54.12,50-55%,5045,Ventura ,11.4,76.0,12.7,46.7,44.4,0.3,1.2,4.1,0.0,3.3
6071009110,26.51,54.11,50-55%,18508,San Bernardino,21.5,73.1,5.4,52.0,17.5,19.5,0.0,6.2,0.0,4.8
6059074111,26.51,54.10,50-55%,5454,Orange ,12.1,73.2,14.7,63.2,15.1,0.7,0.0,20.6,0.0,0.4
