"Demographic data (total population, age groups and race/ethnicity) by census tract were extracted from the 2018 American Community Survey.",,,,,,,,,,,,,,,
Census Tract , DRAFT CES 4.0 Score,DRAFT CES 4.0 Percentile,"DRAFT CES 4.0 
Percentile Range",2018 Total Population,"California 
County",Children < 10 years (%) ,Pop 10-64 years (%),Elderly > 65 years (%),Hispanic (%),White (%),African American (%),Native American (%),Asian American (%),Pacific Islander (%),Other/Multiple (%)
6037134904,35.74,70.28,70-75%,4272,Los Angeles,8.2,81.7,10.2,56.3,26.6,4.4,1.3,9.5,0.0,1.9
6037481002,35.72,70.26,70-75%,5408,Los Angeles,13.9,72.8,13.3,40.1,6.6,0.8,0.0,51.4,0.5,0.6
6071025100,35.72,70.25,70-75%,1342,San Bernardino,12.5,62.7,24.8,19.7,39.5,2.5,32.5,1.9,0.0,3.9
6067004801,35.72,70.24,70-75%,5943,Sacramento ,13.7,72.2,14.1,21.4,13.7,9.1,0.0,46.7,3.3,5.9
6099001900,35.71,70.23,70-75%,4756,Stanislaus ,10.3,72.0,17.7,27.6,63.6,1.6,0.8,4.8,0.0,1.6
6065045900,35.71,70.21,70-75%,1583,Riverside ,15.5,65.4,19.1,54.6,36.0,5.0,0.0,1.0,0.0,3.4
6059089102,35.67,70.20,70-75%,6659,Orange ,8.5,79.1,12.4,58.3,11.1,0.5,0.1,29.5,0.0,0.6
6037480803,35.65,70.19,70-75%,3987,Los Angeles,10.0,76.3,13.7,57.7,11.2,0.9,0.4,28.3,0.0,1.6
6065042519,35.65,70.18,70-75%,1861,Riverside ,20.8,73.9,5.3,76.1,8.2,11.6,0.5,0.4,0.0,3.3
6059074501,35.60,70.16,70-75%,7279,Orange ,19.1,75.8,5.1,87.3,1.2,0.9,0.4,10.0,0.0,0.2
6099003001,35.59,70.15,70-75%,9890,Stanislaus ,15.1,73.5,11.3,53.0,20.3,4.6,0.9,18.1,0.1,3.1
6077003306,35.58,70.14,70-75%,5004,San Joaquin,17.1,72.6,10.3,44.4,22.0,9.6,0.6,21.2,0.4,1.8
6065043403,35.56,70.13,70-75%,2708,Riverside ,20.3,63.4,16.4,56.6,32.0,8.4,0.0,1.4,0.0,1.6
6083002101,35.56,70.11,70-75%,4493,Santa Barbara,25.1,69.5,5.4,66.7,30.6,1.0,0.7,0.6,0.0,0.4
6037900102,35.56,70.10,70-75%,588,Los Angeles,6.0,65.8,28.2,48.0,44.7,1.5,0.0,2.2,0.0,3.6
6067007202,35.55,70.09,70-75%,4120,Sacramento ,15.7,70.4,13.9,20.8,64.5,1.0,0.0,8.5,0.2,4.9
6067002700,35.55,70.08,70-75%,3430,Sacramento ,9.9,84.2,5.9,31.5,34.1,23.9,0.6,4.6,0.0,5.3
6037404202,35.55,70.06,70-75%,4058,Los Angeles,7.2,85.9,6.9,55.6,27.5,1.9,0.4,11.9,0.0,2.6
6067007010,35.54,70.05,70-75%,3838,Sacramento ,11.7,80.2,8.1,19.7,44.3,9.5,0.0,16.9,4.3,5.3
6037602507,35.54,70.04,70-75%,5099,Los Angeles,16.6,75.6,7.9,35.1,3.9,49.2,0.0,5.1,0.0,6.6
6067007503,35.53,70.03,70-75%,5270,Sacramento ,17.7,75.1,7.2,15.7,46.2,13.5,2.3,14.7,0.0,7.6
6067006003,35.52,70.01,70-75%,4619,Sacramento ,12.7,75.6,11.7,14.3,56.0,11.1,0.2,6.2,2.2,10.0
6037191820,35.50,70.00,70-75%,3095,Los Angeles,7.1,85.5,7.4,42.5,35.4,8.4,0.0,6.6,0.0,7.1
6085503214,35.49,69.99,65-70%,8040,Santa Clara,15.5,71.4,13.1,40.4,2.7,0.3,0.0,54.8,0.0,1.8
6069000702,35.48,69.97,65-70%,5128,San Benito,11.6,76.1,12.4,53.4,38.4,0.9,1.1,5.2,0.0,1.0
6037500900,35.47,69.96,65-70%,6135,Los Angeles,13.4,71.5,15.1,90.4,3.9,1.5,0.7,2.9,0.1,0.5
6029005802,35.46,69.95,65-70%,9234,Kern ,17.0,76.1,7.0,52.5,27.8,14.0,0.2,1.0,0.0,4.6
6107002903,35.46,69.94,65-70%,4932,Tulare ,14.6,73.9,11.4,51.1,44.4,1.2,1.2,0.1,0.0,2.0
6073018200,35.45,69.92,65-70%,6760,San Diego,17.7,73.1,9.2,45.7,41.7,2.5,2.2,1.8,0.8,5.2
6099000102,35.45,69.91,65-70%,4610,Stanislaus ,9.7,73.1,17.2,29.5,67.0,0.0,0.2,2.8,0.0,0.5
6065042206,35.44,69.90,65-70%,5739,Riverside ,9.7,79.4,10.9,32.5,44.0,9.0,1.4,8.3,0.5,4.3
6059011504,35.44,69.89,65-70%,6039,Orange ,6.1,89.6,4.3,34.7,32.8,4.2,0.3,25.6,0.0,2.5
6071002601,35.43,69.87,65-70%,9458,San Bernardino,13.4,78.1,8.5,65.3,14.4,7.5,0.0,9.5,0.0,3.3
6037570701,35.42,69.86,65-70%,7199,Los Angeles,12.4,74.1,13.5,36.6,19.1,15.5,0.0,26.3,0.0,2.5
6019005704,35.42,69.85,65-70%,5361,Fresno ,18.1,70.5,11.4,40.8,48.1,0.9,0.3,6.0,0.0,3.8
6001438100,35.40,69.84,65-70%,8080,Alameda ,15.3,72.5,12.3,38.2,18.9,7.4,0.3,29.4,0.6,5.3
6037408133,35.39,69.82,65-70%,5502,Los Angeles,15.0,74.3,10.8,54.7,5.2,3.7,0.0,35.6,0.0,0.8
6071006604,35.39,69.81,65-70%,3441,San Bernardino,16.5,66.2,17.2,72.1,14.2,10.3,0.0,0.6,0.0,2.8
6095252702,35.37,69.80,65-70%,6729,Solano ,9.7,77.8,12.6,17.9,34.3,12.9,0.0,27.9,0.0,7.0
6065040809,35.35,69.79,65-70%,3915,Riverside ,14.2,76.4,9.4,52.4,21.8,7.5,0.0,17.1,0.0,1.1
6037555102,35.35,69.77,65-70%,6001,Los Angeles,10.5,75.6,13.9,48.3,10.8,10.2,0.3,27.6,1.2,1.6
6037481606,35.33,69.76,65-70%,4962,Los Angeles,9.8,72.7,17.6,21.8,4.9,4.5,0.0,67.2,0.0,1.6
6067006002,35.33,69.75,65-70%,4234,Sacramento ,12.8,72.0,15.2,18.9,63.3,4.9,1.6,3.4,1.4,6.5
6037404803,35.33,69.74,65-70%,1787,Los Angeles,9.9,78.3,11.8,75.7,11.5,0.0,0.0,12.2,0.2,0.4
6037131900,35.32,69.72,65-70%,4824,Los Angeles,9.4,79.9,10.7,47.5,38.9,5.2,0.0,5.1,0.0,3.3
6037572202,35.31,69.71,65-70%,3739,Los Angeles,11.2,73.5,15.3,35.5,15.8,12.5,0.0,29.5,6.0,0.7
6037553503,35.30,69.70,65-70%,2883,Los Angeles,12.1,81.1,6.8,81.8,2.5,11.8,0.0,2.7,0.0,1.1
6037113422,35.30,69.68,65-70%,6385,Los Angeles,12.0,75.2,12.9,41.8,33.0,4.4,0.4,17.7,0.0,2.6
6037234300,35.29,69.67,65-70%,3940,Los Angeles,6.9,77.1,16.0,6.7,4.2,79.9,0.0,3.9,0.0,5.3
6037271200,35.28,69.66,65-70%,2734,Los Angeles,8.9,83.8,7.4,28.9,40.7,3.0,0.0,21.4,0.0,6.0
6059087503,35.27,69.65,65-70%,6229,Orange ,13.6,77.3,9.1,65.1,19.2,1.0,0.0,12.7,0.0,1.9
6059011722,35.24,69.63,65-70%,2219,Orange ,3.4,60.3,36.3,34.7,42.4,4.2,0.0,17.7,0.0,0.9
6029002816,35.21,69.62,65-70%,5908,Kern ,18.7,75.2,6.1,61.8,24.2,7.3,0.1,1.5,0.0,5.2
6065031402,35.21,69.61,65-70%,7353,Riverside ,10.1,76.9,13.0,46.7,44.8,2.6,0.1,2.1,0.0,3.6
6085504602,35.20,69.60,65-70%,2253,Santa Clara,13.8,76.7,9.4,54.4,19.3,3.5,1.2,20.2,0.0,1.4
6029006100,35.20,69.58,65-70%,8470,Kern ,15.5,68.0,16.4,30.0,59.0,6.4,0.4,1.1,0.0,3.1
6077004102,35.19,69.57,65-70%,8728,San Joaquin,14.4,68.5,17.1,26.8,25.7,4.6,1.2,39.2,1.5,1.1
6059074005,35.18,69.56,65-70%,7901,Orange ,13.6,75.1,11.4,71.3,11.4,1.9,0.4,12.4,2.2,0.3
6107002008,35.17,69.55,65-70%,2677,Tulare ,13.6,65.5,20.9,45.8,35.0,4.7,1.3,10.6,0.0,2.5
6077003406,35.15,69.53,65-70%,4008,San Joaquin,18.6,68.1,13.3,34.1,11.1,23.6,0.0,28.9,0.0,2.3
6073015802,35.15,69.52,65-70%,5175,San Diego,14.1,70.2,15.7,30.1,56.2,6.3,0.5,2.5,0.6,3.9
6037701701,35.15,69.51,65-70%,3512,Los Angeles,8.5,75.2,16.3,18.1,58.5,7.0,0.5,7.8,0.1,8.0
6001409300,35.14,69.50,65-70%,5433,Alameda ,16.3,73.9,9.9,63.1,5.9,26.6,0.0,2.3,0.3,1.8
6037406701,35.13,69.48,65-70%,3105,Los Angeles,8.8,77.2,14.0,58.8,9.1,5.2,0.0,25.5,0.0,1.4
6037408006,35.13,69.47,65-70%,3452,Los Angeles,10.9,74.3,14.8,35.2,2.5,4.1,0.0,55.8,0.0,2.4
6071000404,35.12,69.46,65-70%,3949,San Bernardino,8.9,68.9,22.2,57.8,25.9,4.3,0.0,9.1,0.0,2.9
6037134304,35.11,69.45,65-70%,3034,Los Angeles,11.0,70.9,18.1,28.6,36.6,4.0,0.0,25.3,0.0,5.5
6001405401,35.09,69.43,65-70%,3890,Alameda ,9.0,77.9,13.0,17.4,17.4,23.2,0.0,36.5,0.0,5.6
6075026402,35.09,69.42,65-70%,5164,San Francisco,12.6,77.3,10.1,33.1,8.4,8.2,0.3,45.7,0.0,4.3
6097151402,35.08,69.41,65-70%,9917,Sonoma ,12.7,76.6,10.7,52.7,36.3,2.7,1.2,5.2,0.0,1.9
6071002602,35.08,69.39,65-70%,7427,San Bernardino,15.2,80.1,4.7,79.9,8.7,7.2,0.2,2.8,0.0,1.2
6071002604,35.08,69.38,65-70%,5677,San Bernardino,13.1,82.9,4.1,72.0,14.3,5.9,0.0,2.4,0.0,5.4
6037222500,35.07,69.37,65-70%,5444,Los Angeles,13.3,78.0,8.7,69.1,3.8,22.8,0.0,2.2,0.1,1.9
6037432902,35.06,69.36,65-70%,3380,Los Angeles,5.6,74.3,20.1,34.9,6.0,0.3,0.0,58.2,0.0,0.6
6047000503,35.05,69.34,65-70%,3149,Merced ,9.6,80.6,9.9,42.6,35.9,14.5,0.6,3.8,0.0,2.6
6029003205,35.04,69.33,65-70%,9764,Kern ,14.7,77.7,7.6,67.4,13.4,4.3,0.2,11.5,0.0,3.3
6037430102,35.03,69.32,65-70%,4849,Los Angeles,5.7,80.5,13.8,76.4,7.7,4.5,0.5,10.3,0.0,0.7
6013371000,35.03,69.31,65-70%,5892,Contra Costa,11.7,76.0,12.3,45.6,25.2,10.9,0.1,15.3,0.5,2.4
6071000501,35.03,69.29,65-70%,6087,San Bernardino,12.2,76.6,11.2,60.0,24.6,2.8,0.0,11.1,0.0,1.5
6059076101,35.01,69.28,65-70%,9904,Orange ,10.8,81.5,7.7,37.5,39.1,3.7,0.0,15.8,0.0,3.9
6013313204,35.01,69.27,65-70%,5711,Contra Costa,16.5,70.9,12.7,43.0,22.7,15.5,0.0,10.3,0.0,8.5
6037297201,34.98,69.26,65-70%,4267,Los Angeles,18.8,74.1,7.1,70.4,16.6,7.5,0.2,4.4,0.1,0.9
6037480303,34.98,69.24,65-70%,3850,Los Angeles,8.9,79.5,11.6,45.6,7.3,2.1,2.4,41.1,0.1,1.5
6037139301,34.94,69.23,65-70%,4590,Los Angeles,9.5,71.8,18.7,13.9,61.7,5.1,0.0,16.3,0.0,3.0
6095253402,34.93,69.22,65-70%,7804,Solano ,13.9,71.1,15.0,47.6,40.4,2.2,0.0,5.8,0.0,4.0
6077003404,34.92,69.21,65-70%,6244,San Joaquin,16.3,69.6,14.1,37.1,14.9,13.6,0.0,32.4,0.6,1.3
6111005002,34.92,69.19,65-70%,3312,Ventura ,23.2,71.6,5.2,91.8,7.2,1.0,0.0,0.0,0.0,0.0
6067002900,34.91,69.18,65-70%,4586,Sacramento ,8.4,76.3,15.3,26.4,62.3,1.7,0.0,4.9,0.0,4.7
6099000805,34.89,69.17,65-70%,6540,Stanislaus ,16.9,70.6,12.4,48.2,34.6,3.3,2.2,9.1,1.7,1.0
6037553300,34.89,69.16,65-70%,3092,Los Angeles,6.5,76.7,16.8,67.1,19.5,1.6,0.1,10.1,0.3,1.3
6037211420,34.89,69.14,65-70%,3452,Los Angeles,9.9,81.8,8.3,42.7,13.7,8.4,0.0,33.8,0.0,1.4
6059110302,34.88,69.13,65-70%,5944,Orange ,10.1,78.0,11.8,49.2,22.4,0.1,0.8,24.7,0.4,2.5
6037920023,34.85,69.12,65-70%,2781,Los Angeles,9.0,81.2,9.8,61.9,30.7,3.8,0.3,0.0,0.0,3.3
6037503501,34.84,69.10,65-70%,6329,Los Angeles,12.2,76.6,11.2,71.0,20.1,0.7,1.1,5.4,0.3,1.3
6055200301,34.83,69.09,65-70%,5481,Napa ,13.6,73.3,13.2,54.4,40.8,0.3,0.0,2.3,0.0,2.2
6071000401,34.82,69.08,65-70%,6591,San Bernardino,13.7,69.9,16.4,49.8,29.7,2.7,0.0,12.8,0.0,5.0
6077003109,34.81,69.07,65-70%,6214,San Joaquin,15.1,64.8,20.1,37.2,41.7,7.6,0.3,9.1,0.0,4.1
6071004603,34.80,69.05,65-70%,5403,San Bernardino,14.8,73.3,11.9,49.0,29.4,15.3,0.0,1.8,0.0,4.5
6019004409,34.80,69.04,65-70%,3368,Fresno ,10.2,74.9,14.9,42.2,45.7,2.3,1.5,4.1,0.0,4.3
6067005601,34.78,69.03,65-70%,5321,Sacramento ,14.9,64.3,20.8,9.7,58.7,18.3,0.2,10.7,0.0,2.3
6071008001,34.77,69.02,65-70%,6713,San Bernardino,12.3,71.0,16.6,50.2,28.6,2.6,0.1,15.6,0.0,2.9
6037603006,34.76,69.00,65-70%,1905,Los Angeles,10.9,73.5,15.6,25.7,9.6,10.3,0.0,51.7,0.0,2.8
6037553000,34.75,68.99,65-70%,5030,Los Angeles,14.2,73.4,12.4,74.5,15.5,2.0,0.0,6.3,0.0,1.6
6037482522,34.75,68.98,65-70%,4861,Los Angeles,8.9,71.7,19.4,46.8,10.7,0.2,0.1,40.4,0.0,1.8
6013307205,34.75,68.97,65-70%,7276,Contra Costa,15.3,72.8,11.9,37.0,22.9,25.2,0.2,10.9,0.3,3.5
6077003500,34.73,68.95,65-70%,23464,San Joaquin,15.1,73.9,11.0,28.1,23.3,5.2,0.0,37.6,2.6,3.3
6037190402,34.73,68.94,65-70%,2405,Los Angeles,4.9,80.1,15.0,17.2,59.1,6.1,0.0,14.8,0.0,2.7
6065043517,34.73,68.93,65-70%,7639,Riverside ,20.1,72.5,7.4,54.2,29.2,6.4,0.0,7.3,0.0,2.9
6037555002,34.70,68.92,65-70%,3512,Los Angeles,13.9,76.7,9.5,40.9,31.9,5.4,0.0,15.0,3.8,2.8
6037408303,34.70,68.90,65-70%,4396,Los Angeles,8.6,72.9,18.6,71.6,12.8,1.0,0.0,14.6,0.0,0.0
6077004308,34.70,68.89,65-70%,4562,San Joaquin,16.9,74.9,8.2,61.5,25.9,0.0,0.4,11.3,0.0,0.9
6115040200,34.70,68.88,65-70%,7954,Yuba ,12.5,76.3,11.2,34.2,52.8,1.5,0.0,5.4,0.0,6.1
6067004402,34.70,68.87,65-70%,4426,Sacramento ,18.5,71.6,9.9,42.5,12.4,13.5,0.0,24.7,0.0,7.0
6037404902,34.68,68.85,65-70%,4153,Los Angeles,10.5,74.5,14.9,71.6,2.3,0.0,0.0,25.2,0.0,0.9
6073010502,34.66,68.84,65-70%,5396,San Diego,14.7,77.7,7.6,62.5,21.6,5.9,0.5,7.7,0.0,1.6
6037212102,34.65,68.83,65-70%,2301,Los Angeles,9.5,66.4,24.1,24.9,11.3,15.2,1.6,44.1,1.9,1.1
6037543304,34.65,68.81,65-70%,6217,Los Angeles,10.2,69.3,20.5,9.0,5.7,81.5,0.0,2.0,0.0,1.7
6053010804,34.64,68.80,65-70%,5516,Monterey ,19.9,71.6,8.5,94.1,5.4,0.0,0.0,0.0,0.5,0.0
6037602504,34.63,68.79,65-70%,4852,Los Angeles,14.2,80.4,5.4,45.6,7.5,33.5,0.0,10.1,0.0,3.3
6037218110,34.63,68.78,65-70%,3296,Los Angeles,12.7,73.7,13.6,52.5,3.9,20.8,0.5,20.5,0.0,1.8
6081606200,34.63,68.76,65-70%,7947,San Mateo,16.8,72.6,10.6,56.2,13.2,6.7,0.6,15.8,2.9,4.6
6037543322,34.63,68.75,65-70%,7590,Los Angeles,8.0,71.7,20.3,9.6,2.9,72.1,1.0,6.2,5.0,3.3
6037302102,34.62,68.74,65-70%,6001,Los Angeles,7.3,76.1,16.6,16.0,67.3,2.7,0.0,13.2,0.2,0.6
6083002402,34.62,68.73,65-70%,12788,Santa Barbara,19.9,74.8,5.3,75.8,15.5,3.0,0.0,4.5,0.0,1.3
6069000200,34.62,68.71,65-70%,6205,San Benito,13.7,66.8,19.5,46.3,46.3,0.0,0.0,5.8,0.3,1.4
6053014302,34.61,68.70,65-70%,4319,Monterey ,13.7,71.6,14.7,29.8,36.6,7.2,0.8,16.4,1.8,7.3
6037208501,34.60,68.69,65-70%,2388,Los Angeles,13.0,72.8,14.2,41.3,7.7,1.0,0.4,47.4,0.7,1.4
6059099249,34.60,68.68,65-70%,4561,Orange ,17.2,79.5,3.3,83.6,0.2,0.8,0.0,14.0,0.6,0.8
6037212305,34.60,68.66,65-70%,3126,Los Angeles,18.7,76.0,5.3,69.8,4.0,4.6,1.3,19.0,0.0,1.3
6065031703,34.60,68.65,65-70%,3983,Riverside ,11.5,78.4,10.1,52.9,35.6,2.0,0.5,5.8,0.0,3.2
6031000402,34.59,68.64,65-70%,5878,Kings ,13.8,73.8,12.3,38.9,48.7,2.9,0.0,6.5,0.0,2.9
6047000402,34.59,68.63,65-70%,8528,Merced ,11.8,71.8,16.4,29.7,66.1,0.0,0.2,0.2,0.0,3.7
6037234000,34.59,68.61,65-70%,5156,Los Angeles,13.8,67.6,18.6,36.7,5.9,54.4,0.0,0.9,0.0,2.1
6085503218,34.58,68.60,65-70%,4918,Santa Clara,16.2,74.7,9.0,67.9,4.8,0.0,0.0,26.9,0.0,0.4
6073003111,34.58,68.59,65-70%,6897,San Diego,17.7,71.1,11.2,54.9,4.7,13.5,0.0,23.3,0.0,3.6
6065043504,34.57,68.58,65-70%,8362,Riverside ,14.9,62.4,22.7,36.7,47.3,5.9,0.0,5.8,0.2,4.1
6037400302,34.55,68.56,65-70%,3215,Los Angeles,19.3,62.3,18.4,38.8,42.5,1.5,0.0,11.6,2.4,3.3
6037401500,34.55,68.55,65-70%,6184,Los Angeles,11.2,77.2,11.6,45.1,43.8,2.3,0.1,6.5,0.2,2.0
6033000802,34.54,68.54,65-70%,4555,Lake ,14.4,71.0,14.6,33.9,55.3,5.2,2.0,0.5,0.0,3.2
6037550400,34.53,68.52,65-70%,1282,Los Angeles,13.5,70.0,16.5,80.3,13.3,0.0,0.2,5.6,0.5,0.0
6059063604,34.50,68.51,65-70%,4375,Orange ,13.4,73.7,12.9,53.4,36.5,0.3,0.8,5.5,0.0,3.6
6037577000,34.49,68.50,65-70%,7265,Los Angeles,9.0,86.0,5.0,24.7,42.6,10.1,0.5,17.3,0.0,4.7
6013303204,34.49,68.49,65-70%,4535,Contra Costa,13.5,69.5,17.0,29.0,53.5,8.2,0.0,5.2,0.0,4.1
6037700102,34.48,68.47,65-70%,4306,Los Angeles,1.5,81.5,17.0,14.5,68.9,6.8,0.0,5.4,0.0,4.5
6071003401,34.48,68.46,65-70%,7568,San Bernardino,17.7,75.3,7.1,76.5,12.8,3.6,0.0,2.6,3.2,1.3
6037234200,34.48,68.45,65-70%,2361,Los Angeles,4.2,71.7,24.1,9.3,10.0,69.4,0.0,7.3,0.3,3.7
6073010300,34.48,68.44,65-70%,4323,San Diego,12.2,73.1,14.7,44.1,38.5,3.7,0.0,9.1,0.0,4.6
6029001801,34.47,68.42,65-70%,5890,Kern ,11.2,75.6,13.2,36.6,49.2,7.5,0.1,4.4,0.0,2.2
6059088801,34.47,68.41,65-70%,7900,Orange ,9.4,77.7,12.9,21.8,15.5,5.2,0.0,55.3,0.0,2.2
6071006700,34.47,68.40,65-70%,4257,San Bernardino,14.9,74.9,10.2,84.0,13.8,2.0,0.0,0.3,0.0,0.0
6013364002,34.47,68.39,65-70%,5980,Contra Costa,12.1,76.3,11.6,41.3,22.6,14.1,0.5,16.8,0.0,4.7
6111000302,34.46,68.37,65-70%,7906,Ventura ,13.6,73.4,13.0,73.3,23.8,0.0,0.8,2.0,0.0,0.0
6037482521,34.46,68.36,65-70%,5827,Los Angeles,9.6,69.8,20.7,41.0,4.7,0.5,0.2,52.6,0.0,1.0
6037553100,34.45,68.35,65-70%,6941,Los Angeles,16.3,72.6,11.2,48.9,17.9,12.1,0.6,14.4,2.7,3.5
6077005108,34.45,68.34,65-70%,5109,San Joaquin,15.5,78.5,6.0,59.6,31.6,1.6,0.1,4.0,0.0,3.1
6037554600,34.44,68.32,65-70%,4507,Los Angeles,10.8,75.6,13.5,49.9,10.6,4.3,0.1,33.0,0.0,2.1
6083001102,34.43,68.31,65-70%,4589,Santa Barbara,12.2,79.8,8.1,76.5,19.1,1.8,0.5,1.4,0.0,0.6
6073013306,34.41,68.30,65-70%,4266,San Diego,10.8,80.3,8.9,63.5,15.4,7.7,0.0,11.0,0.0,2.3
6037134303,34.40,68.28,65-70%,5723,Los Angeles,6.4,77.0,16.6,41.5,34.7,4.8,1.0,14.8,0.0,3.1
6067007004,34.39,68.27,65-70%,7814,Sacramento ,14.6,80.6,4.8,42.9,19.7,17.9,0.1,12.1,1.3,5.9
6037310400,34.39,68.26,65-70%,3192,Los Angeles,11.2,71.5,17.3,17.2,62.8,1.2,0.8,12.4,0.0,5.7
6013367200,34.38,68.25,65-70%,5727,Contra Costa,11.8,78.4,9.8,48.7,8.9,15.5,0.0,21.4,3.1,2.4
6037107010,34.37,68.23,65-70%,3093,Los Angeles,9.1,83.5,7.5,96.3,2.0,0.5,0.3,0.5,0.0,0.4
6067008703,34.35,68.22,65-70%,4909,Sacramento ,8.2,67.1,24.7,6.6,61.4,3.0,0.2,23.7,0.2,4.8
6065045605,34.35,68.21,65-70%,6747,Riverside ,15.6,64.1,20.3,73.6,22.1,0.7,1.8,1.4,0.0,0.4
6073013308,34.35,68.20,65-70%,3497,San Diego,16.8,74.3,9.0,75.2,10.3,5.1,0.0,8.5,0.0,0.9
6037183101,34.34,68.18,65-70%,3437,Los Angeles,14.0,70.6,15.4,59.1,26.9,0.0,0.0,11.3,0.0,2.8
6037543603,34.34,68.17,65-70%,4349,Los Angeles,5.1,64.0,30.9,22.6,22.5,26.6,0.0,26.0,0.6,1.7
6099003201,34.32,68.16,65-70%,4666,Stanislaus ,14.9,73.9,11.2,74.5,17.7,5.3,0.0,0.8,0.2,1.5
6037405702,34.31,68.15,65-70%,5058,Los Angeles,12.9,75.8,11.2,57.8,11.9,8.4,0.0,18.7,0.0,3.2
6001402400,34.31,68.13,65-70%,2787,Alameda ,9.9,75.5,14.6,9.9,21.1,54.3,0.2,9.8,0.4,4.3
6037125100,34.30,68.12,65-70%,6044,Los Angeles,12.6,74.1,13.3,23.1,60.0,5.5,0.3,8.4,0.0,2.7
6059042312,34.30,68.11,65-70%,9618,Orange ,14.8,75.5,9.7,67.3,30.0,0.2,0.7,1.5,0.0,0.4
6081610203,34.29,68.10,65-70%,4079,San Mateo,19.5,75.8,4.7,80.8,5.4,1.6,0.0,4.1,6.8,1.2
6037212306,34.28,68.08,65-70%,3366,Los Angeles,15.7,73.5,10.8,50.4,3.6,1.4,0.8,43.5,0.0,0.4
6037402705,34.28,68.07,65-70%,3282,Los Angeles,9.8,78.4,11.9,78.8,9.3,3.0,0.0,6.2,0.0,2.7
6065042404,34.27,68.06,65-70%,2332,Riverside ,16.1,76.3,7.5,70.8,10.7,11.0,0.0,2.7,0.0,4.8
6087122300,34.27,68.05,65-70%,3970,Santa Cruz,9.8,67.2,22.9,24.9,67.3,0.3,0.4,2.4,0.0,4.8
6107002003,34.27,68.03,65-70%,6182,Tulare ,21.0,67.7,11.2,48.4,49.1,1.7,0.0,0.8,0.0,0.0
6081612100,34.24,68.02,65-70%,8658,San Mateo,21.9,74.6,3.5,61.4,16.3,5.0,0.0,6.4,8.1,2.7
6037201110,34.23,68.01,65-70%,2214,Los Angeles,11.4,74.2,14.4,77.0,9.0,0.9,0.0,13.1,0.0,0.0
6099000201,34.19,67.99,65-70%,5422,Stanislaus ,11.8,72.0,16.2,17.3,76.2,0.0,0.4,1.0,0.1,5.0
6001400700,34.18,67.98,65-70%,5116,Alameda ,7.2,81.1,11.7,19.2,39.7,28.3,1.4,5.6,0.0,5.8
6019008000,34.17,67.97,65-70%,5242,Fresno ,12.9,75.4,11.7,52.0,44.1,1.5,0.3,1.6,0.0,0.6
6085503402,34.17,67.96,65-70%,5626,Santa Clara,15.2,73.1,11.7,65.1,1.9,1.2,0.0,30.7,0.7,0.4
6001438300,34.17,67.94,65-70%,3887,Alameda ,9.8,75.9,14.4,34.4,4.8,10.6,0.0,40.3,8.0,1.9
6037600704,34.16,67.93,65-70%,3218,Los Angeles,10.0,70.6,19.5,10.5,4.0,81.8,0.0,1.6,0.0,2.0
6071004507,34.16,67.92,65-70%,5955,San Bernardino,17.2,76.0,6.8,61.3,16.4,14.6,0.0,2.8,3.9,1.1
6067001800,34.16,67.91,65-70%,4846,Sacramento ,6.6,84.2,9.2,20.6,52.1,12.9,0.0,11.5,0.3,2.7
6037503201,34.15,67.89,65-70%,4087,Los Angeles,12.5,72.0,15.5,66.5,21.3,4.9,0.0,6.3,0.0,1.0
6067000800,34.15,67.88,65-70%,1699,Sacramento ,2.5,73.0,24.5,8.3,70.3,9.0,0.0,9.1,0.0,3.3
6095251701,34.14,67.87,65-70%,3415,Solano ,15.6,70.8,13.6,26.6,33.5,22.9,0.0,10.5,0.3,6.2
6037480304,34.13,67.86,65-70%,4459,Los Angeles,7.5,78.0,14.5,32.4,6.1,1.8,0.6,57.9,0.0,1.2
6037431001,34.13,67.84,65-70%,7412,Los Angeles,13.2,77.4,9.4,51.4,33.7,1.3,0.0,8.5,0.0,5.2
6037551402,34.12,67.83,65-70%,4652,Los Angeles,11.4,76.5,12.0,71.4,15.3,3.6,0.0,6.2,0.0,3.5
6007003002,34.11,67.82,65-70%,3437,Butte ,11.9,77.0,11.1,20.5,52.9,1.4,1.8,14.0,0.2,9.2
6001437200,34.11,67.81,65-70%,7495,Alameda ,11.5,71.7,16.8,28.5,17.7,5.0,1.5,41.9,0.9,4.5
6071001703,34.11,67.79,65-70%,5417,San Bernardino,11.1,76.0,12.8,56.4,32.2,1.4,0.0,6.7,0.0,3.4
6077003601,34.11,67.78,65-70%,3166,San Joaquin,11.7,63.1,25.1,40.4,52.3,0.5,0.0,6.1,0.8,0.0
6059075003,34.10,67.77,65-70%,7335,Orange ,22.5,75.2,2.3,95.4,2.4,0.2,0.0,1.2,0.0,0.7
6059086304,34.09,67.76,65-70%,4890,Orange ,14.4,76.7,8.9,55.0,28.7,1.6,0.0,11.9,0.7,2.1
6069000100,34.09,67.74,65-70%,4903,San Benito,9.6,73.0,17.4,50.1,41.4,3.1,0.0,2.9,0.1,2.4
6071007409,34.08,67.73,65-70%,6678,San Bernardino,17.9,71.8,10.3,63.5,19.4,9.7,0.6,4.8,0.0,1.9
6053010504,34.07,67.72,65-70%,5019,Monterey ,13.2,76.1,10.8,74.4,11.9,0.7,0.0,10.3,0.0,2.7
