Census Tract ,CES 2.0 Score,CES 2.0 PR,Total Population,"California 
County",Hispanic (%),White (%),African American (%),Native American (%),Asian American (%),Other (%)
6019006000,44.16,86-90%,8895,Fresno ,69.3,25,0.7,0.5,3.2,1.3
6019006100,46.07,86-90%,7536,Fresno ,79.4,13.4,0.8,0.5,5,0.9
6019006201,54.93,96-100% (highest scores),2608,Fresno ,91.4,6.2,0,0.5,1.2,0.7
6019006202,46.13,86-90%,6807,Fresno ,89.5,7.8,0.2,0.3,1.7,0.6
6019006300,40.87,81-85%,7254,Fresno ,54.3,38.8,0.4,0.8,3.7,1.9
6019006402,12.40,16-20%,2973,Fresno ,9,77.3,0.2,10.8,0.5,2.2
6019006403,24.07,51-55%,6304,Fresno ,16.1,77,1.1,1.8,1.3,2.7
6019006404,17.55,31-35%,4909,Fresno ,10.1,83.4,0.7,1.6,1.3,2.9
6019006405,17.57,31-35%,4795,Fresno ,12.1,80.2,0.3,2.2,1.6,3.5
6019006501,57.27,96-100% (highest scores),6662,Fresno ,91.2,6.2,0.2,0.3,1.2,0.8
6019006502,47.28,86-90%,4159,Fresno ,89.4,8.3,0.4,0.5,1,0.4
6019006602,51.51,91-95%,5597,Fresno ,87.6,9.1,0.1,0.3,2.2,0.7
6019006603,25.22,51-55%,2047,Fresno ,61.7,30.7,2.6,0.3,3.5,1
6019006604,46.38,86-90%,7959,Fresno ,88.5,8.3,0.2,0.1,2.3,0.7
6019006700,54.01,96-100% (highest scores),6304,Fresno ,60.1,33.9,0.1,0.3,4,1.6
6019006802,52.62,91-95%,4019,Fresno ,87.2,10,0.1,0.2,2.2,0.2
6019006900,52.90,91-95%,3170,Fresno ,81.3,12.5,0.2,0.2,5.1,0.7
6019007002,51.63,91-95%,4514,Fresno ,80.7,16.3,0.4,0.8,0.9,0.9
6019007003,55.49,96-100% (highest scores),7750,Fresno ,74.7,16.6,0.6,0.4,6.4,1.3
6019007004,43.89,86-90%,5520,Fresno ,63,28.3,0.7,0.4,5.9,1.7
6019007100,76.84,96-100% (highest scores),7904,Fresno ,87.8,7.3,1.1,0.4,2.6,0.8
6019007201,43.76,86-90%,7671,Fresno ,34.9,57.4,0.2,0.6,4.8,2.1
6019007202,48.43,91-95%,5109,Fresno ,55.5,39.7,0.5,0.5,1.9,2
6019007300,51.44,91-95%,4869,Fresno ,55.9,30,0.6,0.4,11.1,2
6019007400,43.64,86-90%,3548,Fresno ,67.8,30.5,0.1,0.4,0.5,0.7
6019007500,41.07,81-85%,5287,Fresno ,62.9,27.6,0.3,0.2,7.7,1.3
6019007600,45.08,86-90%,4806,Fresno ,69.3,23.6,0.9,0.3,4.7,1.2
6019007700,48.04,91-95%,5599,Fresno ,69.9,26.1,1.6,0.5,0.7,1.3
6019007801,40.51,81-85%,2722,Fresno ,96.7,2.1,0,0.1,0.9,0.1
6019007802,42.83,81-85%,5269,Fresno ,96.2,1.9,0.6,0.2,0.3,0.8
6019007901,NA,NA,5652,Fresno ,36.9,33.3,26.7,0.9,0.8,1.4
6019007902,31.64,66-70%,2742,Fresno ,70.2,23.9,0.8,0.4,3.4,1.1
6019008000,17.41,31-35%,5277,Fresno ,48.3,43.3,3.3,0.8,2.8,1.5
6019008100,26.10,56-60%,5691,Fresno ,60.3,33.4,1.7,0.4,3.1,1.1
6019008200,41.88,81-85%,6978,Fresno ,91.3,7.1,0.1,0.2,0.9,0.4
6019008301,34.73,71-75%,5989,Fresno ,96.5,2.3,0.3,0.2,0.5,0.2
6019008302,48.64,91-95%,6562,Fresno ,96.2,2.8,0.2,0.3,0.3,0.3
6019008401,37.52,76-80%,7991,Fresno ,90.5,8.2,0.4,0.3,0.4,0.3
6019008402,42.13,81-85%,1152,Fresno ,66.5,31.5,0.3,0.1,1.2,0.4
6019008501,54.83,96-100% (highest scores),4585,Fresno ,93.7,3.9,0.1,0.2,1.7,0.5
6019008502,56.59,96-100% (highest scores),7929,Fresno ,97.5,1.5,0.1,0.1,0.5,0.2
6021010100,20.90,41-45%,8192,Glenn ,42.3,51.7,0.7,1,2.5,1.7
6021010200,23.83,51-55%,4901,Glenn ,32.1,63,0.4,1.2,1.3,2.1
6021010300,25.66,51-55%,2373,Glenn ,17.6,70.8,1.3,6.9,0.8,2.6
6021010400,23.86,51-55%,7636,Glenn ,30.9,60,0.9,1.8,4.4,2.1
6021010501,31.02,66-70%,3456,Glenn ,68.7,27.7,0.3,0.6,1.9,0.8
6021010502,21.70,41-45%,1564,Glenn ,22.1,75.1,0.3,1,0.6,1
6023000100,12.57,16-20%,4901,Humboldt ,14.1,71.7,2.9,3.4,3.6,4.3
6023000200,9.36,6-10%,6211,Humboldt ,13.2,70.3,1.7,3.7,5.7,5.3
6023000300,8.67,6-10%,5544,Humboldt ,10.4,73.1,1.6,2.8,6.7,5.4
6023000400,8.50,6-10%,3873,Humboldt ,13.7,73.4,0.7,3.2,5.2,3.8
6023000500,13.44,21-25%,4263,Humboldt ,11.3,73.4,2.4,4.5,3.9,4.3
6023000600,8.05,6-10%,4866,Humboldt ,9.7,78.6,1.1,2.5,3.6,4.4
6023000700,6.46,1-5% (lowest scores),5360,Humboldt ,7.6,82.5,0.8,2.5,2.7,3.9
6023000800,11.77,16-20%,4668,Humboldt ,8.1,80.6,1,2.7,3.5,4.1
6023000900,8.56,6-10%,5074,Humboldt ,5.1,86.2,0.9,1.4,2.3,4
6023001000,11.77,16-20%,5906,Humboldt ,15.1,71.6,2.8,1.6,3,5.9
6023001101,14.00,21-25%,6350,Humboldt ,9.1,79.9,1.5,2.4,1.7,5.3
6023001200,10.74,11-15%,4686,Humboldt ,11.7,77.1,1.3,2,2.9,5
6023001300,14.74,21-25%,1479,Humboldt ,9.3,80.1,1.1,2.6,0.5,6.5
6023010102,17.99,31-35%,2884,Humboldt ,7.5,64.3,0.2,20.7,1.1,6.1
6023010200,13.85,21-25%,2983,Humboldt ,4.9,83.8,0.4,6,1.2,3.8
6023010300,9.07,6-10%,3607,Humboldt ,5,84.5,0.4,4.9,0.9,4.3
6023010400,6.86,1-5% (lowest scores),3688,Humboldt ,6.9,82.9,0.7,4.3,0.9,4.3
6023010501,9.03,6-10%,6635,Humboldt ,7.8,80.6,0.7,4.4,1.6,4.9
6023010502,6.96,1-5% (lowest scores),5281,Humboldt ,6.2,84.5,0.4,3.5,1.6,3.7
6023010600,10.13,11-15%,1798,Humboldt ,3.2,90,0.4,1.8,0.9,3.7
6023010700,17.72,31-35%,6940,Humboldt ,7.4,81.4,0.9,3.1,3.1,4
6023010800,25.55,51-55%,4785,Humboldt ,13.8,75.9,0.9,4.7,0.9,3.8
6023010901,22.16,46-50%,4533,Humboldt ,21.8,70.7,0.3,2.5,1.4,3.3
6023010902,13.90,21-25%,4143,Humboldt ,7.6,83.5,0.1,4.7,0.6,3.4
6023011000,16.22,26-30%,4386,Humboldt ,13.3,79.9,0.3,2.2,0.8,3.5
6023011100,19.09,36-40%,4976,Humboldt ,12.2,78.5,0.9,3.3,1,4.2
6023011200,16.97,31-35%,3220,Humboldt ,8.8,85.8,0.1,1.1,1,3.3
6023011500,13.11,16-20%,4409,Humboldt ,6.5,85.6,1.1,1.9,0.9,4
6023011600,10.72,11-15%,4133,Humboldt ,7.5,84,0.5,2.9,1,4.1
6023940000,7.19,1-5% (lowest scores),3041,Humboldt ,6.2,10.5,0.1,78.5,0.3,4.4
6025010101,24.55,51-55%,4601,Imperial ,45.1,19,32.8,0.7,1.8,0.6
6025010102,42.05,81-85%,5007,Imperial ,78.8,14.9,2.8,0.9,1.2,1.5
6025010200,37.20,76-80%,2640,Imperial ,83.8,14.2,0.6,0.2,0.5,0.7
6025010300,39.19,76-80%,933,Imperial ,55.4,42.1,0.2,0.6,1.2,0.4
6025010400,41.20,81-85%,7162,Imperial ,94.1,3.6,1.4,0.2,0.1,0.5
6025010500,34.80,71-75%,6593,Imperial ,76.7,19,1.6,0.5,1,1.1
6025010600,30.48,61-65%,6998,Imperial ,65.3,30,1.1,0.4,2.2,0.9
6025010700,40.89,81-85%,4322,Imperial ,94.1,3.2,1.9,0.3,0.1,0.4
6025010800,34.36,71-75%,1368,Imperial ,52.6,45.4,0.2,0.2,0.6,1
6025010900,33.20,66-70%,6755,Imperial ,80.9,17.4,0.3,0.1,0.6,0.6
6025011000,34.62,71-75%,12047,Imperial ,72.3,23.1,1.9,0.2,1.5,0.9
6025011100,41.28,81-85%,3685,Imperial ,66.7,27.1,2.3,0.1,1.6,2.2
6025011201,28.19,56-60%,6043,Imperial ,76.2,19.1,1.3,0.2,2.4,0.8
6025011202,37.30,76-80%,5444,Imperial ,86.7,9.6,1.7,0.2,1.3,0.6
6025011300,41.95,81-85%,10460,Imperial ,92.9,5.6,0.5,0.2,0.6,0.3
6025011400,42.70,81-85%,4580,Imperial ,91.7,2.3,5.3,0.1,0.1,0.4
6025011500,38.92,76-80%,6232,Imperial ,88.1,7.5,2.1,0.4,1.1,0.8
6025011600,33.34,66-70%,6310,Imperial ,84.9,11.8,1.6,0.2,0.7,0.8
6025011700,28.29,56-60%,4797,Imperial ,81.3,15.1,1.8,0.1,1.1,0.5
6025011801,13.60,21-25%,3821,Imperial ,65.2,29.3,0.9,0.2,3.4,1.1
6025011802,28.63,61-65%,4870,Imperial ,73.1,20.7,2.4,0.5,2.6,0.8
6025011803,16.85,31-35%,5937,Imperial ,74.1,18.2,0.8,0.1,5.5,1.3
6025011900,37.89,76-80%,10966,Imperial ,96.6,2.2,0.1,0,0.9,0.2
6025012001,26.64,56-60%,3831,Imperial ,98.4,1.3,0,0.1,0.1,0
6025012002,25.25,51-55%,9678,Imperial ,95,2.1,0.2,0.1,2.4,0.4
6025012100,34.16,71-75%,6937,Imperial ,96.6,2.1,0.2,0.2,0.7,0.1
6025012200,30.45,61-65%,7804,Imperial ,98.1,1.1,0.1,0,0.5,0.1
6025012301,20.35,41-45%,5633,Imperial ,51.1,19.3,27.5,0.4,1.2,0.5
6025012302,29.82,61-65%,4756,Imperial ,65.7,28.7,1.7,1.2,1.2,1.6
6025012400,41.27,81-85%,1266,Imperial ,18.3,73,3.7,1.5,0.5,3
6025940000,20.04,41-45%,3052,Imperial ,37.4,19.7,1.3,38.4,0.3,2.8
6027000100,13.58,21-25%,2757,Inyo ,18.6,77.2,0.1,1,1.7,1.3
6027000200,15.35,26-30%,1718,Inyo ,10.5,81.4,2.7,2.4,1,1.9
6027000300,6.91,1-5% (lowest scores),2457,Inyo ,10.1,85.9,0.2,0.5,1.6,1.8
6027000400,14.56,21-25%,5668,Inyo ,26.7,49.9,0.4,19.1,1.3,2.5
6027000500,9.53,6-10%,2568,Inyo ,11.2,65.2,0.4,19.6,1,2.7
6027000800,26.53,56-60%,3378,Inyo ,25.4,63.7,0.4,6.7,1.2,2.7
6029000101,38.83,76-80%,12240,Kern ,19.1,74.2,0.8,1,2.7,2.2
6029000102,34.39,71-75%,3055,Kern ,11.7,82.6,0,1.6,0.4,3.8
6029000200,47.43,86-90%,7644,Kern ,21.6,73.1,0.4,1.5,0.4,3
6029000300,44.63,86-90%,4217,Kern ,21.1,73.5,0.5,1.8,0.7,2.5
6029000400,56.18,96-100% (highest scores),4319,Kern ,21.6,72.4,1.4,1.1,0.3,3.1
6029000503,13.29,21-25%,6347,Kern ,17.3,74.8,0.8,0.6,3.9,2.6
6029000504,32.92,66-70%,4086,Kern ,20.2,70.7,3.5,1.6,1.8,2.1
6029000505,15.02,26-30%,3764,Kern ,15.6,77.6,1.4,0.8,2.1,2.3
6029000506,28.39,56-60%,2795,Kern ,24.1,57.1,5.1,1,9.7,3
6029000507,40.82,81-85%,3598,Kern ,23.3,69.1,1.3,1.1,3.7,1.6
6029000600,54.74,96-100% (highest scores),6931,Kern ,46.9,30,16.8,1.2,2,3.1
6029000700,34.16,71-75%,4825,Kern ,42.5,50.5,1.7,0.8,1.8,2.6
6029000800,36.16,71-75%,4925,Kern ,57.7,34.7,2.7,0.9,1.6,2.4
6029000902,31.62,66-70%,3340,Kern ,47.5,43.1,4.6,1.2,2.4,1.3
6029000903,37.46,76-80%,3653,Kern ,44.6,46.9,3.7,1.2,1.5,2.1
6029000904,39.24,76-80%,4008,Kern ,55.7,36.2,2.9,0.5,2.9,1.6
6029000905,39.29,76-80%,2483,Kern ,65.2,30.1,1.6,0.7,1.2,1.1
6029000906,36.97,76-80%,4355,Kern ,69.2,23.1,4,1.2,1.1,1.2
6029000907,33.64,66-70%,2463,Kern ,66.4,27.2,3.7,1.3,0.6,0.9
6029000908,25.69,51-55%,5493,Kern ,43.9,45.1,4.1,1,3.3,2.6
6029000909,23.96,51-55%,2406,Kern ,27,64.7,1.7,0.5,3.9,2.2
6029000910,28.81,61-65%,9904,Kern ,37.2,48.3,5.5,0.8,5.6,2.6
6029001000,47.23,86-90%,9186,Kern ,67.2,27.9,1.2,0.9,1.3,1.5
6029001101,38.07,76-80%,4413,Kern ,68.2,25.1,3.4,0.9,0.7,1.7
6029001102,46.40,86-90%,6682,Kern ,83.9,11.4,2.8,0.6,0.5,0.9
6029001103,49.42,91-95%,4782,Kern ,86.5,7.9,3,1.2,0.5,0.8
6029001201,52.42,91-95%,2895,Kern ,82.2,11.3,4.2,1.4,0.4,0.5
6029001202,50.98,91-95%,6264,Kern ,83.9,6.6,7.3,0.7,0.5,0.9
6029001300,54.11,96-100% (highest scores),7559,Kern ,83.1,8,6.5,1.3,0.2,0.9
6029001400,55.46,96-100% (highest scores),7766,Kern ,79.4,13.4,4.4,1,0.5,1.4
6029001500,50.24,91-95%,3147,Kern ,74.9,12.3,10.5,0.5,0.7,1.1
6029001600,54.00,96-100% (highest scores),1390,Kern ,40.9,37.2,11.2,2.4,5.5,2.8
6029001700,39.80,76-80%,4287,Kern ,24.4,66.4,3.6,0.7,1.9,3
6029001801,40.14,81-85%,5579,Kern ,39.7,43.9,9.6,0.5,3.8,2.5
6029001802,24.73,51-55%,5408,Kern ,27.7,57.2,7,0.9,4.7,2.5
6029001901,36.88,76-80%,3434,Kern ,40,48.4,4.4,0.9,3.4,2.9
6029001902,39.80,76-80%,4679,Kern ,51.5,34.2,9.1,0.8,1.9,2.4
6029002000,61.09,96-100% (highest scores),7111,Kern ,57.5,9.3,28.3,0.6,2.4,1.8
6029002100,65.38,96-100% (highest scores),3852,Kern ,83.4,4.8,9.7,1,0.3,0.8
6029002200,65.07,96-100% (highest scores),6537,Kern ,75.8,3.3,19.2,0.3,0.3,1
6029002301,65.40,96-100% (highest scores),9743,Kern ,85,9.4,3.4,0.5,0.9,0.9
6029002302,59.45,96-100% (highest scores),3378,Kern ,94,3,1.8,0.4,0.5,0.4
6029002400,69.94,96-100% (highest scores),7478,Kern ,70.8,18.4,5.3,0.6,3.1,1.8
6029002500,75.50,96-100% (highest scores),9122,Kern ,76.7,5.1,15.9,0.7,0.4,1.2
6029002600,57.31,96-100% (highest scores),3539,Kern ,72.4,14.8,9.1,1.1,0.9,1.7
6029002700,48.52,91-95%,5370,Kern ,59.3,30.5,5.2,0.7,1.9,2.3
6029002804,26.60,56-60%,2672,Kern ,15.8,76.9,2.5,0.4,2.3,2.1
6029002806,23.15,46-50%,2176,Kern ,18.6,56.2,7.4,0.4,14.4,3
6029002807,18.61,36-40%,3894,Kern ,18.3,69.7,4.2,0.4,5,2.5
6029002808,17.04,31-35%,7257,Kern ,23.6,57.4,5.6,0.6,10.2,2.7
6029002811,15.72,26-30%,3854,Kern ,11.1,66,3.2,0.5,16.3,2.9
6029002812,46.71,86-90%,5215,Kern ,47.2,34.5,13,1,1.8,2.6
6029002813,43.95,86-90%,4161,Kern ,44.1,32.4,14.6,0.3,6,2.6
6029002814,43.34,81-85%,4158,Kern ,47.4,34.2,11.2,0.3,4.6,2.3
6029002815,44.32,86-90%,4282,Kern ,46,31.9,15,0.7,3.6,2.9
6029002816,38.17,76-80%,5465,Kern ,48,36.7,9.2,1.1,2.9,2.2
6029002817,35.90,71-75%,5173,Kern ,41.6,35.5,15.6,1,2.9,3.5
6029002818,18.57,36-40%,3761,Kern ,25.8,60.3,6.3,1,3.8,2.8
6029002819,19.05,36-40%,4586,Kern ,33.6,53.3,6.4,0.9,3.3,2.6
6029002820,12.02,16-20%,6301,Kern ,35,45.6,6.4,0.8,9,3.1
6029002821,22.28,46-50%,4897,Kern ,35.6,52.4,4.9,1,3.3,2.9
6029002900,51.87,91-95%,7449,Kern ,59.1,24.2,10.8,0.6,3.1,2
6029003000,54.34,96-100% (highest scores),7374,Kern ,72.9,14.9,8.6,0.7,1.5,1.4
6029003103,51.06,91-95%,3979,Kern ,76.7,18.5,2.3,0.8,0.9,0.8
6029003112,46.69,86-90%,5116,Kern ,47.4,32.5,10.7,0.5,5.9,2.9
6029003113,54.04,96-100% (highest scores),4784,Kern ,59.5,22.4,10.1,0.3,5.7,2
6029003114,40.48,81-85%,7654,Kern ,47.4,37.5,8.5,0.5,4,2
6029003115,49.11,91-95%,5482,Kern ,65.2,18.6,9.9,0.4,3.6,2.4
6029003121,56.42,96-100% (highest scores),8264,Kern ,65.5,17.1,11.4,0.4,3.5,2.1
6029003122,41.89,81-85%,8845,Kern ,73.3,13.9,8.5,0.4,2.5,1.4
6029003123,21.20,41-45%,15296,Kern ,41.8,32.3,7.1,0.5,15,3.3
6029003124,27.61,56-60%,5414,Kern ,46.3,36.3,5.9,0.4,8.8,2.4
6029003202,50.07,91-95%,15579,Kern ,71.1,17.4,4.2,0.5,5.1,1.7
6029003203,8.31,6-10%,2383,Kern ,23,70.3,1.7,0.9,2.4,1.6
6029003204,17.05,31-35%,9386,Kern ,27.4,48.5,4.2,0.7,16.2,3.1
6029003205,32.28,66-70%,8998,Kern ,56,22.6,7.3,0.2,11.8,2.1
6029003206,38.70,76-80%,12112,Kern ,53.2,24.1,6.2,0.2,14,2.3
6029003303,23.19,46-50%,1471,Kern ,18.6,76.1,0.1,1.7,1.3,2.2
6029003304,32.66,66-70%,5248,Kern ,43.8,47,6.2,0.4,0.6,2.1
6029003305,14.30,21-25%,3608,Kern ,18.1,77.5,0.4,0.9,1,2
6029003306,39.35,76-80%,4897,Kern ,17.6,76.5,0.9,1,1.6,2.3
6029003400,32.07,66-70%,4318,Kern ,45.8,50.3,0.3,0.3,1.4,1.9
6029003500,28.21,56-60%,6156,Kern ,26.2,67.6,0.8,1,2.3,2.2
6029003600,19.76,36-40%,4531,Kern ,31.7,64.1,0.4,1.1,0.5,2.1
6029003700,45.46,86-90%,3953,Kern ,62.5,33.5,1.4,0.7,0.8,1.1
6029003803,17.19,31-35%,4769,Kern ,20,70.8,1.3,0.6,4.5,2.7
6029003804,12.60,16-20%,15464,Kern ,28.9,59,2.6,0.5,6.6,2.4
6029003805,15.31,26-30%,8774,Kern ,23.6,63.3,1.9,0.6,7.9,2.7
6029003806,17.99,31-35%,4889,Kern ,22,60.8,2.7,0.4,11.6,2.3
6029003807,14.15,21-25%,3616,Kern ,21,72.4,0.7,2,1.6,2.3
6029003808,11.29,11-15%,4439,Kern ,27.6,60.4,3.3,0.8,5,2.7
6029003809,9.01,6-10%,10984,Kern ,21.5,67.6,2.2,0.8,5.3,2.7
6029003810,8.58,6-10%,2578,Kern ,14.1,75.2,2.4,0.8,4.4,3.2
6029003811,21.27,41-45%,2661,Kern ,20.2,72.6,1.4,1.1,2.6,2.2
6029003812,26.16,56-60%,4367,Kern ,23.2,63.9,3.1,1.1,6.2,2.4
6029003813,10.27,11-15%,7613,Kern ,21.3,64,3.3,0.5,8.4,2.5
6029003900,39.40,76-80%,2250,Kern ,47.2,36.2,13.6,0.4,1,1.4
6029004000,42.60,81-85%,7704,Kern ,83,13.5,1.4,0.5,1,0.7
6029004101,35.42,71-75%,4917,Kern ,64.4,32.7,0.4,0.3,0.9,1.2
6029004102,44.82,86-90%,5451,Kern ,89.5,9,0.5,0.6,0.1,0.4
6029004200,46.08,86-90%,1320,Kern ,67,30,0.4,1.1,0.3,1.3
6029004301,46.89,86-90%,7416,Kern ,84.7,11.4,2.3,0.2,0.7,0.7
6029004302,NA,NA,5710,Kern ,46,28.4,23,0.9,0.7,1
6029004401,31.58,66-70%,7308,Kern ,79.6,16.3,2.1,0.5,0.7,0.8
6029004402,50.20,91-95%,5437,Kern ,91.9,3.8,3.2,0.2,0.3,0.5
6029004500,47.58,86-90%,3937,Kern ,93.3,5.5,0.1,0.1,0.8,0.1
6029004601,NA,NA,5363,Kern ,37.2,26.7,35.4,0.4,0,0.2
6029004603,16.34,26-30%,490,Kern ,58.2,21.2,20.2,0.4,0,0
6029004604,50.32,91-95%,15845,Kern ,69.7,7.8,11,0.3,10.1,1
6029004701,39.50,76-80%,8868,Kern ,89.1,7.6,1.8,0.1,0.6,0.7
6029004702,45.93,86-90%,4051,Kern ,96.1,2.5,0.2,0.1,0.6,0.6
6029004800,59.00,96-100% (highest scores),9297,Kern ,88.3,1.5,1.3,0.3,8,0.6
6029004901,38.94,76-80%,5733,Kern ,76.6,4.8,1.2,0.1,15.8,1.4
6029004902,29.65,61-65%,8349,Kern ,68.7,4.1,0.5,0.3,25.2,1.2
6029005003,36.97,76-80%,3543,Kern ,80.6,6.7,0.8,0.3,10.5,1.1
6029005004,25.27,51-55%,7219,Kern ,78.6,8.1,0.6,0.2,10.9,1.5
6029005103,32.84,66-70%,2564,Kern ,9.5,85.2,0.3,1.3,1.6,2
6029005104,15.49,26-30%,3253,Kern ,17.8,73.4,1.4,0.3,3.7,3.2
6029005201,33.80,71-75%,5397,Kern ,7.4,86,0.2,1.8,0.5,4
6029005203,26.65,56-60%,4679,Kern ,7.4,86.3,0.3,2.4,0.5,3
6029005204,34.23,71-75%,6158,Kern ,10.1,83.1,0.2,2.1,0.8,3.7
6029005300,26.81,56-60%,2139,Kern ,26,53,9.2,1.5,4.1,6.2
6029005401,21.18,41-45%,6099,Kern ,16,72.9,2.5,0.9,4.9,2.7
6029005402,9.47,6-10%,5094,Kern ,14.2,74.2,3.1,0.7,4.6,3.2
6029005403,9.57,6-10%,8379,Kern ,20,67.1,3.6,1,4.6,3.7
6029005404,12.07,16-20%,6672,Kern ,17,70.6,3.6,0.6,3.9,4.3
6029005501,18.24,36-40%,6275,Kern ,9.5,82.2,1.5,0.9,2.8,3
6029005506,31.44,66-70%,5998,Kern ,30.4,59.5,3.4,1,2.4,3.3
6029005507,13.94,21-25%,7198,Kern ,24.4,48.7,17.5,0.6,3.5,5.3
6029005508,14.12,21-25%,4198,Kern ,25.9,48.6,17.9,0.6,2.1,4.9
6029005600,29.74,61-65%,2253,Kern ,18,68,7,1.8,2.2,3
6029005700,23.56,46-50%,2226,Kern ,17.2,64.2,7.5,0.7,4.5,5.8
6029005801,13.90,21-25%,5997,Kern ,28.4,52.3,9.5,0.5,5.3,4
6029005802,34.01,71-75%,7379,Kern ,40.6,42.2,9.2,0.9,3.1,3.9
6029005900,33.99,71-75%,3589,Kern ,39.1,40.3,16.5,0.6,1.1,2.4
6029006002,18.49,36-40%,5906,Kern ,47.2,31.9,19.1,0.6,0.9,0.3
6029006003,18.96,36-40%,5580,Kern ,22.4,70,1.7,0.9,1.4,3.6
6029006004,35.39,71-75%,1601,Kern ,15.6,77.1,0.5,1.3,1.4,4.2
6029006006,14.73,21-25%,3519,Kern ,13.7,80.4,0.8,0.7,1.8,2.6
6029006007,36.95,76-80%,5474,Kern ,16.1,77.3,1.2,0.9,1.7,2.7
6029006008,23.73,51-55%,5956,Kern ,7.8,86.8,1.3,0.7,1.3,2
6029006100,35.72,71-75%,8264,Kern ,31.7,61.6,1.5,0.8,2.1,2.3
6029006201,59.97,96-100% (highest scores),2877,Kern ,69.3,26.9,0.9,0.6,1.3,0.9
6029006202,51.56,91-95%,6401,Kern ,90.6,6.1,0.8,0.1,1.5,0.9
6029006301,45.12,86-90%,4004,Kern ,90.1,7.9,0.4,0.2,0.7,0.5
6029006303,46.32,86-90%,6784,Kern ,93.8,4,0.5,0.3,0.4,0.9
6029006304,42.39,81-85%,3895,Kern ,92,6.4,0.3,0.2,0.6,0.5
6029006401,48.14,91-95%,8320,Kern ,95.1,4,0.1,0.2,0.4,0.1
6029006403,37.86,76-80%,5824,Kern ,94.7,4.4,0.3,0.2,0.2,0.2
6029006404,44.65,86-90%,3564,Kern ,92.2,7,0,0.1,0.4,0.3
6029006500,25.58,51-55%,5152,Kern ,59,34.4,1.6,0.5,2.3,2.2
6031000100,46.10,86-90%,3457,Kings ,38.2,57.8,0.5,0.4,1.5,1.6
6031000200,44.89,86-90%,2271,Kings ,34.5,60.9,1.6,0.4,0.9,1.7
6031000300,28.25,56-60%,7446,Kings ,19.5,56.8,9,0.6,7.9,6.2
6031000402,34.18,71-75%,5280,Kings ,39,45.8,5.8,0.5,5.6,3.3
6031000403,36.00,71-75%,5281,Kings ,37.2,42.6,6.4,0.7,8.7,4.5
6031000404,26.61,56-60%,9791,Kings ,36.6,43.9,5.3,0.7,9.6,3.9
6031000405,30.47,61-65%,6281,Kings ,49.8,33.4,6,1.4,5.7,3.7
6031000500,49.10,91-95%,5476,Kings ,59.2,34.4,2.2,0.6,2.1,1.5
6031000601,26.79,56-60%,10021,Kings ,33.1,50.5,3.9,0.5,8.5,3.6
6031000602,20.25,41-45%,5676,Kings ,26.6,62,3.4,0.5,4.4,3
6031000701,33.60,66-70%,5321,Kings ,28.8,63.1,2.3,0.6,2.8,2.5
6031000702,29.66,61-65%,4382,Kings ,37.4,53.7,3,0.7,1.9,3.3
6031000800,52.75,91-95%,4858,Kings ,54.1,35.9,4.9,0.6,2.3,2.2
6031000900,41.42,81-85%,8057,Kings ,56.3,35.2,3.9,0.9,1.7,2
6031001001,36.64,76-80%,4176,Kings ,34.9,48.8,4.3,0.6,8.7,2.6
6031001002,50.63,91-95%,4424,Kings ,68.8,20.8,5.2,0.6,2.9,1.7
6031001003,47.51,86-90%,5699,Kings ,66.2,22.7,4.8,0.6,3.1,2.6
6031001100,68.62,96-100% (highest scores),6613,Kings ,72.8,13.2,9.2,0.8,2.1,2
6031001200,40.13,81-85%,2507,Kings ,44.8,52.7,0.6,0.6,0.4,0.9
6031001300,43.81,86-90%,3761,Kings ,79.6,12.2,5.7,0.6,0.8,1.2
6031001401,33.13,66-70%,3002,Kings ,85.3,11.1,1.7,0.1,0.8,1
6031001402,43.71,86-90%,2384,Kings ,82,13.8,2.1,0.5,0.4,1.2
6031001500,37.84,76-80%,4619,Kings ,74.3,18.8,3.3,0.5,1.8,1.3
6031001601,51.66,91-95%,4516,Kings ,75.2,14.2,0.6,7.9,0.9,1.2
6031001602,27.13,56-60%,12118,Kings ,45,24.6,26.4,0.7,0.4,3
6031001701,35.78,71-75%,9142,Kings ,91.1,6.9,0.5,0.2,0.6,0.6
6031981800,NA,NA,6423,Kings ,44.3,27.6,23.2,0.9,0.8,3.2
6033000100,16.26,26-30%,3121,Lake ,15.3,73.8,1,6.3,0.7,2.9
6033000300,18.20,36-40%,3846,Lake ,16,76.7,1.4,2.1,1.2,2.8
6033000400,15.75,26-30%,5574,Lake ,17.7,74.1,0.8,2.9,2.1,2.3
6033000501,17.02,31-35%,3222,Lake ,11.5,79.2,1.7,2.7,0.8,4.1
6033000502,6.87,1-5% (lowest scores),2703,Lake ,13.9,73.8,2,4.1,1.8,4.2
6033000600,14.56,21-25%,3957,Lake ,9.1,82.1,2,2.1,1.4,3.3
6033000701,9.09,6-10%,4343,Lake ,15.5,73.5,4,2.3,1.2,3.6
6033000702,14.12,21-25%,4029,Lake ,23,64.7,4.2,2,0.8,5.2
6033000801,13.44,21-25%,2894,Lake ,23.5,65.8,3.7,1.3,1.3,4.4
6033000802,9.72,11-15%,4234,Lake ,23.3,65.5,3.4,1.7,1.5,4.6
6033000900,17.80,31-35%,6059,Lake ,13.3,79.8,1.6,1.4,1.3,2.6
