Census Tract ,CES 2.0 Score,CES 2.0 PR,Total Population,"California 
County",Hispanic (%),White (%),African American (%),Native American (%),Asian American (%),Other (%)
6033001000,22.86,46-50%,6045,Lake ,32.6,59.6,0.7,4.2,0.7,2.1
6033001100,9.59,11-15%,3865,Lake ,7.1,86.8,0.6,1.4,0.8,3.2
6033001200,15.82,26-30%,3198,Lake ,12.4,81.5,1.2,0.6,0.7,3.6
6033001300,13.97,21-25%,7575,Lake ,15.7,77.6,1,1.4,1.4,2.9
6035040100,20.89,41-45%,1822,Lassen ,12.4,81.1,1.5,1.8,0.7,2.5
6035040200,14.34,21-25%,2534,Lassen ,9.4,84,0.1,4,0.7,1.8
6035040302,17.42,31-35%,4422,Lassen ,9.4,84,0.6,2.1,1.4,2.5
6035040303,19.12,36-40%,3616,Lassen ,15.4,72.5,2.4,2.9,2.9,3.9
6035040304,13.09,16-20%,1939,Lassen ,13.4,75.5,0.8,2.3,3.3,4.8
6035040305,9.78,11-15%,4146,Lassen ,11.8,74.9,1,6.8,1.8,3.7
6035040400,21.57,41-45%,9422,Lassen ,33.4,38.4,21.9,1.7,0.5,4.1
6035040500,9.49,6-10%,3213,Lassen ,8,86.9,0.5,1.6,0.8,2.3
6035040600,22.76,46-50%,3781,Lassen ,14,62.2,13.5,3.4,2.3,4.7
6037101110,18.29,36-40%,4731,Los Angeles,28,56.1,1.6,0.3,10.4,3.6
6037101122,11.62,16-20%,3664,Los Angeles,15.7,66.5,0.7,0.1,13.5,3.5
6037101210,26.75,56-60%,5990,Los Angeles,37,48.2,3.1,0.1,7.6,4
6037101220,22.92,46-50%,3363,Los Angeles,37.8,49.4,1.1,0.3,8.2,3.2
6037101300,21.61,41-45%,4199,Los Angeles,12,76,1,0.1,7.6,3.4
6037101400,25.14,51-55%,3903,Los Angeles,18.5,67.9,1.2,0.2,8.6,3.7
6037102103,27.90,56-60%,1740,Los Angeles,21.6,64,1.2,0.2,9.7,3.3
6037102104,25.27,51-55%,3648,Los Angeles,14.6,66.8,2.4,0.1,13,3.2
6037102105,35.31,71-75%,1731,Los Angeles,65.6,23.9,0.9,0.1,8,1.5
6037102107,49.82,91-95%,3851,Los Angeles,27,60,2.6,0.4,7.5,2.4
6037103101,16.38,26-30%,2670,Los Angeles,21.2,66,0.7,0.3,9,2.9
6037103102,19.88,41-45%,4751,Los Angeles,28.4,55.7,0.6,0.3,12.4,2.5
6037103200,30.68,61-65%,6150,Los Angeles,29,56.3,4.2,0.4,7.4,2.6
6037103300,16.30,26-30%,3819,Los Angeles,19.5,71,0.9,0.3,5.9,2.5
6037103400,22.93,46-50%,6143,Los Angeles,25.1,61.6,1.4,0.4,8,3.4
6037104103,47.32,86-90%,4085,Los Angeles,71.4,7.5,12.6,0.1,6.9,1.6
6037104105,37.00,76-80%,5412,Los Angeles,82.6,4.1,6.4,0.1,5.7,1.1
6037104108,49.55,91-95%,5256,Los Angeles,79.3,4.8,11.1,0.1,3.5,1.2
6037104124,34.27,71-75%,4175,Los Angeles,50.8,28.1,13.6,0.4,5.6,1.5
6037104201,40.94,81-85%,4780,Los Angeles,89.8,1,8.1,0.1,0.1,0.8
6037104203,46.01,86-90%,5210,Los Angeles,90.4,1.3,6.1,0.2,1.4,0.6
6037104204,43.09,81-85%,3375,Los Angeles,73.5,10.2,7.4,0.1,8.1,0.8
6037104310,61.39,96-100% (highest scores),4921,Los Angeles,94,1.6,3.9,0.1,0.1,0.3
6037104320,49.36,91-95%,5998,Los Angeles,91.1,1.1,5.8,0.2,1.4,0.5
6037104401,55.79,96-100% (highest scores),3357,Los Angeles,96.8,2.1,0.1,0.4,0.6,0.1
6037104403,46.60,86-90%,3282,Los Angeles,96.3,1.8,0.5,0.1,0.9,0.5
6037104404,48.25,91-95%,3236,Los Angeles,96.2,1.8,1,0.2,0.5,0.5
6037104500,39.46,76-80%,3293,Los Angeles,95.3,3.2,0.6,0,0.8,0
6037104610,42.75,81-85%,3672,Los Angeles,97.3,1.4,0.4,0.2,0.4,0.3
6037104620,34.86,71-75%,3539,Los Angeles,96.6,2,0.3,0.5,0.3,0.3
6037104701,43.00,81-85%,4208,Los Angeles,95.5,0.9,2.9,0.1,0.3,0.4
6037104703,52.09,91-95%,2397,Los Angeles,94.5,2.9,1.8,0,0.3,0.6
6037104704,45.54,86-90%,4219,Los Angeles,76.7,5.5,13.1,0.2,3.7,0.7
6037104810,48.13,91-95%,5328,Los Angeles,93.8,3,0.5,0.1,2.4,0.4
6037104821,47.20,86-90%,3514,Los Angeles,93,3.4,1.1,0.2,1.8,0.5
6037104822,59.52,96-100% (highest scores),2277,Los Angeles,87.7,3.3,1.1,0,7.1,0.7
6037106010,25.62,51-55%,3152,Los Angeles,67.1,19.7,5.2,0.3,5.8,1.9
6037106020,21.69,41-45%,5557,Los Angeles,76.3,16.2,2.3,0.2,3.5,1.5
6037106111,17.83,31-35%,4334,Los Angeles,58.9,27.5,4.6,0.3,7.1,1.5
6037106112,28.91,61-65%,5969,Los Angeles,68.6,16.9,3.6,0.3,9.1,1.6
6037106113,32.80,66-70%,3493,Los Angeles,76.4,15.7,2.1,0.5,4.5,0.6
6037106114,40.14,81-85%,5880,Los Angeles,84.9,7.5,3.6,0.4,2.3,1.4
6037106403,29.33,61-65%,3825,Los Angeles,88.9,7.7,1.2,0.1,1.3,0.8
6037106405,28.87,61-65%,3966,Los Angeles,79.8,10.1,5.9,0.3,3.2,0.6
6037106406,30.08,61-65%,4962,Los Angeles,70.8,18.8,2.6,0.6,6.1,1
6037106407,39.39,76-80%,2933,Los Angeles,76.2,14,6.4,0.1,2.5,0.8
6037106408,34.14,71-75%,3463,Los Angeles,86.8,4.5,3.3,0.1,4.3,1.1
6037106510,35.66,71-75%,5108,Los Angeles,63.8,20.1,6.8,0.3,7.4,1.7
6037106520,36.01,71-75%,5837,Los Angeles,85.4,11.3,1.1,0.3,1.2,0.7
6037106603,24.80,51-55%,2979,Los Angeles,15.9,55.8,3.2,0.2,20,4.8
6037106604,46.35,86-90%,5020,Los Angeles,85.4,8,2.1,0.4,3.6,0.5
6037106641,17.52,31-35%,2317,Los Angeles,13,65.5,2.4,0.3,15.5,3.2
6037106642,27.67,56-60%,3236,Los Angeles,22.3,58.6,3.5,0.1,12.6,2.8
6037106643,12.31,16-20%,4320,Los Angeles,13.5,62.6,2.9,0.1,18.1,2.7
6037106645,21.93,46-50%,3389,Los Angeles,16.1,63.5,3.4,0.1,14,2.9
6037106646,25.80,51-55%,3237,Los Angeles,34.2,42.4,3.5,0.1,17,2.8
6037106648,43.59,86-90%,3890,Los Angeles,89.4,5.5,2.2,0.2,1.4,1.2
6037106649,33.77,71-75%,2853,Los Angeles,63.9,9.6,3.7,0.3,21,1.6
6037107010,31.46,66-70%,3247,Los Angeles,91.5,6.1,0.4,0.1,1.6,0.2
6037107020,27.65,56-60%,5404,Los Angeles,85.3,5.6,1,0.4,6.3,1.3
6037108101,16.98,31-35%,2230,Los Angeles,9.4,60.6,3.2,0.3,22.7,3.8
6037108102,18.81,36-40%,3430,Los Angeles,9.7,54.8,1.8,0,31,2.6
6037108103,21.09,41-45%,3256,Los Angeles,8.9,56.8,1.5,0,29.9,3
6037108104,13.75,21-25%,1698,Los Angeles,10.1,62.8,2.8,0.1,21.5,2.8
6037108201,14.80,21-25%,5551,Los Angeles,7.3,41.6,2.1,0,45,4
6037108202,21.80,41-45%,4895,Los Angeles,10.7,40.2,4,0.2,41.4,3.4
6037109100,41.62,81-85%,2492,Los Angeles,57.4,29.2,2.7,0.2,9.6,0.9
6037109200,27.68,56-60%,2669,Los Angeles,37.7,37.7,3.5,0.2,18.2,2.7
6037109300,26.62,56-60%,3085,Los Angeles,43.8,32.7,4.1,0.2,16.6,2.6
6037109400,32.78,66-70%,3720,Los Angeles,75,14,2.4,0.5,6.5,1.6
6037109500,47.56,86-90%,4303,Los Angeles,92.6,3.1,0.9,0.1,2.4,0.9
6037109601,30.49,61-65%,5020,Los Angeles,70,15,2.9,0.1,10.2,1.6
6037109603,28.35,56-60%,4252,Los Angeles,64.9,17.9,4.5,0.3,10.8,1.6
6037109604,25.61,51-55%,2975,Los Angeles,60.5,23.8,3.9,0.1,9.7,2
6037109700,28.44,61-65%,4493,Los Angeles,42.1,35.3,2.7,0.3,16.8,2.7
6037109800,28.22,56-60%,4565,Los Angeles,46.2,33.3,3,0.4,14.7,2.4
6037111100,22.79,46-50%,2982,Los Angeles,39.2,39.3,3.5,0.1,15.4,2.5
6037111201,26.22,56-60%,3410,Los Angeles,29.2,49.9,2.7,0.1,14.7,3.3
6037111202,15.24,26-30%,5213,Los Angeles,27.3,50.2,2.8,0.2,16.3,3.2
6037111204,19.85,41-45%,5859,Los Angeles,14.9,58.8,3.8,0.1,19.7,2.7
6037111205,27.05,56-60%,3375,Los Angeles,18.1,41.4,4.6,0,32.5,3.5
6037111206,21.90,46-50%,4490,Los Angeles,20.7,56.9,3,0.2,16.3,3
6037111301,22.15,46-50%,7087,Los Angeles,29.3,37.6,5.5,0.1,23.2,4.3
6037111302,25.66,51-55%,4786,Los Angeles,21.4,50.2,5.8,0.2,19.2,3.3
6037111400,29.01,61-65%,7560,Los Angeles,32.1,41.3,3.3,0.1,20.5,2.7
6037113101,25.38,51-55%,3558,Los Angeles,20.5,60.4,3.1,0.4,12.3,3.3
6037113102,22.84,46-50%,2828,Los Angeles,13,66.8,3.3,0,13.8,3
6037113211,19.45,36-40%,3787,Los Angeles,12.3,69.4,2.7,0.2,12.3,3.2
6037113212,19.53,36-40%,3069,Los Angeles,23.2,51.1,4.9,0.2,17.7,2.8
6037113213,21.56,41-45%,4316,Los Angeles,24,47.3,4.3,0.3,20.7,3.5
6037113231,19.17,36-40%,2125,Los Angeles,11.2,70.4,3.7,0.1,10.5,4.1
6037113232,26.72,56-60%,3894,Los Angeles,17.8,61.1,4,0.2,13.5,3.4
6037113233,25.67,51-55%,6655,Los Angeles,54.4,24.2,6.9,0.2,12,2.4
6037113234,37.16,76-80%,4667,Los Angeles,55,23.8,3.4,0.2,15.7,1.8
6037113235,14.23,21-25%,1602,Los Angeles,13.3,74.8,3,0.6,3.8,4.4
6037113237,20.83,41-45%,3661,Los Angeles,16.1,56.8,5.2,0.2,17.8,3.8
6037113301,28.57,61-65%,2201,Los Angeles,19.6,57.4,4,0.1,15.8,3.2
6037113303,27.78,56-60%,4006,Los Angeles,29.1,50.4,3.3,0.4,14.4,2.3
6037113321,22.76,46-50%,5473,Los Angeles,33,38.2,5.5,0.3,20.1,3
6037113322,21.80,41-45%,3947,Los Angeles,19.3,54.8,3.7,0.1,18.9,3.3
6037113401,38.64,76-80%,5543,Los Angeles,40.3,36.1,3.6,0.1,17.2,2.7
6037113421,33.63,66-70%,6109,Los Angeles,52,23.1,8.7,0.2,13.3,2.7
6037113422,28.48,61-65%,6057,Los Angeles,42.2,31.6,5.6,0.1,17.5,3
6037115101,16.75,31-35%,5046,Los Angeles,17.8,64.8,3.9,0.2,10.7,2.5
6037115103,19.76,36-40%,2776,Los Angeles,31.7,26.8,24.2,0.4,12.4,4.6
6037115104,21.45,41-45%,4444,Los Angeles,22.6,43.1,8.1,0.2,21.9,4.2
6037115201,19.30,36-40%,6437,Los Angeles,24.7,40.1,6.3,0.4,24.4,4.1
6037115202,31.48,66-70%,4828,Los Angeles,33.2,36.6,6.3,0.3,20.1,3.6
6037115301,29.64,61-65%,4156,Los Angeles,17.5,55.6,4.4,0.2,18.8,3.4
6037115302,36.32,71-75%,4351,Los Angeles,79.4,10.8,1.6,0.1,6.9,1.1
6037115401,34.31,71-75%,5776,Los Angeles,46.2,33.4,5.2,0.1,12.2,2.9
6037115403,34.29,71-75%,3188,Los Angeles,57.4,21.6,4,0.1,14.8,2.2
6037115404,37.78,76-80%,2913,Los Angeles,51.4,24.3,7.1,0.1,14.3,2.8
6037117101,23.58,46-50%,4796,Los Angeles,45.6,10.3,5.2,0.1,37,1.7
6037117102,23.25,46-50%,2631,Los Angeles,58.7,21.7,4.2,0.1,13.3,1.9
6037117201,39.32,76-80%,4352,Los Angeles,66.1,13.3,5.1,0.1,13,2.5
6037117202,27.62,56-60%,2471,Los Angeles,36.9,31,4.5,0.1,25.2,2.4
6037117301,18.45,36-40%,3851,Los Angeles,32.5,45.2,5,0.2,14.4,2.7
6037117302,23.93,51-55%,4914,Los Angeles,27.2,50,4.5,0.1,15.3,2.9
6037117303,34.64,71-75%,3512,Los Angeles,39.2,39.8,3,0.1,16,1.8
6037117404,38.81,76-80%,4279,Los Angeles,39,36.5,4.9,0.1,16.9,2.6
6037117405,47.43,86-90%,3442,Los Angeles,90.6,3.3,3.6,0.1,1.6,0.8
6037117407,35.47,71-75%,3636,Los Angeles,92.9,1.7,2.3,0,2.5,0.6
6037117408,40.28,81-85%,2830,Los Angeles,82.5,7.1,4.6,0,4.2,1.6
6037117510,37.80,76-80%,4028,Los Angeles,83.4,4.4,3.5,0,7.8,0.9
6037117520,32.58,66-70%,4052,Los Angeles,86,3.8,4.1,0.1,5.2,0.8
6037117530,32.49,66-70%,5641,Los Angeles,75,5.1,3.1,0.1,15.4,1.3
6037119001,41.26,81-85%,4038,Los Angeles,70.5,9.7,0.8,0.2,16.8,2
6037119002,41.29,81-85%,7210,Los Angeles,86.5,5.3,0.5,0.1,6.8,0.9
6037119201,25.65,51-55%,4137,Los Angeles,86.4,6.4,1.1,0.2,5.2,0.6
6037119202,37.48,76-80%,4707,Los Angeles,89,5,1.5,0.1,3.8,0.6
6037119310,34.75,71-75%,3871,Los Angeles,68.9,11,4.2,0.1,14.5,1.3
6037119320,37.39,76-80%,4694,Los Angeles,69.6,6.8,4.3,0.1,17.8,1.4
6037119340,37.31,76-80%,3884,Los Angeles,94.1,2.2,2,0,1.3,0.5
6037119341,28.60,61-65%,2719,Los Angeles,54.6,9.6,3.5,0,30.3,1.9
6037119342,34.44,71-75%,3180,Los Angeles,80.2,4.7,3.5,0.3,10,1.2
6037119400,31.83,66-70%,4987,Los Angeles,81.8,7.7,1.3,0.3,7.6,1.3
6037119700,35.30,71-75%,5045,Los Angeles,47.4,26.8,1.5,0.2,22.3,1.8
6037119800,26.04,56-60%,6108,Los Angeles,78.2,8.9,1,0.1,11,0.7
6037119900,28.78,61-65%,4940,Los Angeles,64,11.7,1.3,0.1,21.2,1.6
6037120010,34.30,71-75%,2844,Los Angeles,77.9,7.7,2.1,0.1,10.1,2.2
6037120020,44.62,86-90%,4057,Los Angeles,76.4,5,2.1,0.3,15.2,1.1
6037120030,38.46,76-80%,2675,Los Angeles,92.8,2.7,0.3,0,3.8,0.3
6037120103,38.47,76-80%,3287,Los Angeles,91.9,2.3,2.9,0,2.3,0.6
6037120104,37.42,76-80%,2310,Los Angeles,69.2,8,5.5,0.1,15.5,1.7
6037120105,40.02,81-85%,2812,Los Angeles,72.7,10,1.8,0.1,14.3,1
6037120106,37.33,76-80%,4417,Los Angeles,77.6,4.7,2.1,0.1,14.2,1.3
6037120107,33.61,66-70%,3818,Los Angeles,85.8,5.3,2,0.1,5.3,1.5
6037120108,38.37,76-80%,4838,Los Angeles,82.2,6.2,3.8,0.3,6.5,0.9
6037120300,34.94,71-75%,5531,Los Angeles,61.1,16.2,1.6,0.2,19.4,1.4
6037120400,38.45,76-80%,6272,Los Angeles,56.7,17.7,2.8,0.2,20.7,2
6037121010,45.62,86-90%,4989,Los Angeles,62.6,24.1,1,0.3,10.5,1.5
6037121020,48.85,91-95%,3741,Los Angeles,59.6,26.8,1.6,0.1,9.9,2
6037121101,44.30,86-90%,2932,Los Angeles,69.6,17.2,2,0.2,9.8,1.3
6037121102,50.88,91-95%,2721,Los Angeles,57.8,34,0.9,0.1,5.6,1.4
6037121210,49.91,91-95%,3122,Los Angeles,70.7,11,1.1,0.3,15.9,1
6037121221,47.90,86-90%,2365,Los Angeles,83.3,7.7,1.2,0.2,6.3,1.4
6037121222,59.45,96-100% (highest scores),5293,Los Angeles,85,6.5,3.1,0.1,4.5,0.9
6037121600,36.73,76-80%,3005,Los Angeles,36.1,36.8,1.8,0.1,22.4,2.8
6037121801,39.46,76-80%,3942,Los Angeles,75.8,13.2,3.6,0.3,5.5,1.6
6037121802,42.34,81-85%,3525,Los Angeles,67.7,17.3,5.6,0.2,8,1.2
6037121900,49.49,91-95%,4110,Los Angeles,78.8,13,0.9,0.5,5.6,1.2
6037122000,49.58,91-95%,5446,Los Angeles,36.5,41.5,1.2,0.4,18.2,2.3
6037122120,45.25,86-90%,5000,Los Angeles,86.1,7.3,0.7,0.2,4.9,0.9
6037122121,47.94,91-95%,2833,Los Angeles,79.4,10,1.3,0,8.3,0.9
6037122122,60.32,96-100% (highest scores),2439,Los Angeles,80.3,12.6,4.4,0.3,1.7,0.6
6037122200,50.35,91-95%,4141,Los Angeles,86.4,8.9,0.7,0.1,3.1,0.8
6037122410,54.85,96-100% (highest scores),3794,Los Angeles,83.2,7.6,4.6,0,3.3,1.3
6037122420,50.72,91-95%,5050,Los Angeles,79.9,9.3,3.1,0.1,6.4,1.2
6037123010,55.69,96-100% (highest scores),4580,Los Angeles,90.4,5.2,0.9,0.2,2.3,1
6037123020,44.95,86-90%,3432,Los Angeles,88,6.4,0.6,0,4.3,0.8
6037123103,42.22,81-85%,4165,Los Angeles,62.1,25.4,2.8,0.1,7.4,2.3
6037123104,42.05,81-85%,4596,Los Angeles,63.6,24.6,3.5,0.3,5.5,2.5
6037123203,46.18,86-90%,3765,Los Angeles,81.8,9.3,4,0.1,3.3,1.5
6037123204,44.07,86-90%,3449,Los Angeles,77.6,13.5,3.9,0.1,3.4,1.4
6037123205,45.83,86-90%,2645,Los Angeles,82.9,10.8,2.3,0.1,2.7,1.2
6037123206,50.28,91-95%,2945,Los Angeles,85,8.7,2.4,0.1,3.2,0.6
6037123301,38.45,76-80%,4559,Los Angeles,45.6,22.6,4.7,0.2,25,1.8
6037123303,44.06,86-90%,3301,Los Angeles,60.2,26.5,3,0,7.8,2.4
6037123304,60.13,96-100% (highest scores),4687,Los Angeles,50.8,39.2,3.2,0.1,4.4,2.2
6037123410,38.62,76-80%,4247,Los Angeles,57.2,31.8,2.9,0.1,5.9,2
6037123420,37.90,76-80%,4638,Los Angeles,56.9,32.8,2,0.2,6.2,1.8
6037123510,42.10,81-85%,4753,Los Angeles,49.9,37.1,2.8,0.1,7.8,2.2
6037123520,28.43,56-60%,2567,Los Angeles,51.7,38.1,2.6,0.2,4.9,2.6
6037123601,34.99,71-75%,4995,Los Angeles,33.3,55.3,4.1,0.2,4.7,2.4
6037123602,27.94,56-60%,3332,Los Angeles,38,49.9,3,0.2,6.3,2.6
6037123700,32.30,66-70%,4114,Los Angeles,29.5,56.7,3.1,0.1,7.9,2.8
6037123800,38.39,76-80%,5531,Los Angeles,27,60.4,4.4,0.3,5.2,2.7
6037123901,36.03,71-75%,4500,Los Angeles,54.7,33.3,4.2,0.2,5.5,2.1
6037123902,22.18,46-50%,2561,Los Angeles,29.6,51.3,4.8,0.3,10.7,3.2
6037124000,24.43,51-55%,4550,Los Angeles,12.1,76.5,3.5,0.1,4.4,3.4
6037124102,30.62,61-65%,3549,Los Angeles,53.2,31.6,5.6,0.1,6.3,3.1
6037124103,44.02,86-90%,2030,Los Angeles,75,18.3,1.8,0.1,3.6,1.2
6037124104,44.91,86-90%,2439,Los Angeles,60.3,27.1,6.7,0.2,3.6,2.2
6037124105,40.89,81-85%,2658,Los Angeles,60.3,29.2,4.1,0.1,4.2,2.2
6037124201,42.59,81-85%,3506,Los Angeles,57.9,30.6,2.4,0.1,6.9,2.1
6037124203,38.66,76-80%,2748,Los Angeles,75.7,16.2,2.4,0.4,3.8,1.5
6037124204,33.11,66-70%,3071,Los Angeles,63.9,23.2,4.7,0.3,5.7,2.3
6037124300,35.83,71-75%,4046,Los Angeles,69.6,22,2.5,0.2,4.3,1.3
6037124400,31.11,66-70%,4192,Los Angeles,19.6,71.1,3.3,0.2,3.5,2.3
6037124500,22.89,46-50%,2779,Los Angeles,22.5,63.8,3.5,0.4,6.5,3.3
6037124600,23.22,46-50%,3123,Los Angeles,15.5,69,4.3,0.1,7.8,3.3
6037124700,19.86,41-45%,4796,Los Angeles,12.7,73.3,4.9,0.1,6.1,2.9
6037124902,32.49,66-70%,2766,Los Angeles,24.5,57.8,6.5,0.3,7.4,3.4
6037124903,22.28,46-50%,3262,Los Angeles,20.5,64.3,6.3,0.3,4.6,4.1
6037125100,24.40,51-55%,5431,Los Angeles,19.4,64.4,6.8,0.2,5.7,3.5
6037125200,36.35,71-75%,3524,Los Angeles,30,54.5,5.1,0.7,6.2,3.5
6037125310,41.35,81-85%,4750,Los Angeles,47.5,36.3,8,0.2,5.2,2.8
6037125320,39.87,81-85%,4843,Los Angeles,36.4,38.5,10,0.2,10.8,4.2
6037125401,25.86,51-55%,4024,Los Angeles,27.4,46.7,14.3,0.2,7.2,4.2
6037125402,22.18,46-50%,3544,Los Angeles,20,59.9,9.5,0.2,6.6,3.8
6037125501,33.37,66-70%,3077,Los Angeles,29.2,53.7,7.2,0.2,7.1,2.6
6037125502,21.83,46-50%,3083,Los Angeles,16,63.3,7.9,0.3,8.3,4.3
6037125600,26.30,56-60%,2657,Los Angeles,13.7,71.5,4.3,0.2,6.4,4
6037127102,40.72,81-85%,4726,Los Angeles,61.9,21.7,5.7,0.1,8.7,1.9
6037127103,37.08,76-80%,2939,Los Angeles,61.7,25.9,5.2,0,5.3,2
6037127104,40.78,81-85%,3573,Los Angeles,52.5,32.4,4.6,0.2,8,2.4
6037127210,37.97,76-80%,5531,Los Angeles,61.7,20,6.1,0.1,10.4,1.8
6037127220,46.49,86-90%,4931,Los Angeles,63.8,19.2,4.8,0.2,10.5,1.5
6037127300,39.50,76-80%,4460,Los Angeles,49,29.8,7.9,0.3,10,3.1
6037127400,50.13,91-95%,5818,Los Angeles,73.2,15.3,5,0.1,4.8,1.5
6037127520,44.59,86-90%,4045,Los Angeles,82,6.2,3,0.1,6.5,2.1
6037127603,33.64,66-70%,2938,Los Angeles,74.5,14,4.3,0.3,5.8,1.1
6037127604,41.64,81-85%,2939,Los Angeles,53.1,27.8,6.8,0.1,9.4,2.7
6037127605,44.90,86-90%,3549,Los Angeles,72.7,14.2,5.9,0.1,5.9,1.2
6037127606,40.87,81-85%,3164,Los Angeles,60.8,24.2,5.3,0.3,7.2,2.3
6037127711,46.97,86-90%,3356,Los Angeles,55.2,31.6,4.4,0.3,6.4,2
6037127712,39.12,76-80%,2991,Los Angeles,59.7,24.6,6.1,0.2,7.7,1.7
6037127803,42.91,81-85%,4037,Los Angeles,65.2,21.2,3.6,0.1,7.8,2.1
6037127804,33.94,71-75%,3933,Los Angeles,50.9,28,6.8,0.3,11.5,2.4
6037127805,35.02,71-75%,3768,Los Angeles,60.4,27.7,4.3,0.2,5.9,1.5
6037127806,40.90,81-85%,3447,Los Angeles,60.8,23.5,5.8,0.3,7.9,1.8
6037127910,41.29,81-85%,4769,Los Angeles,67.1,20.2,5,0,5.3,2.4
6037127920,33.98,71-75%,4100,Los Angeles,54.6,33.8,2.8,0.1,6.2,2.6
6037128101,29.19,61-65%,3738,Los Angeles,47.5,42,3.2,0,4.9,2.4
6037128102,32.76,66-70%,4795,Los Angeles,68.1,18.2,5.8,0.2,6.1,1.7
6037128210,37.04,76-80%,4822,Los Angeles,79.1,11.1,4.4,0.2,3.8,1.4
6037128220,31.84,66-70%,3011,Los Angeles,44.5,44.9,4.1,0.1,4.5,1.8
6037128302,51.99,91-95%,4688,Los Angeles,77.8,13,3.9,0.2,3.6,1.4
6037128303,44.54,86-90%,3982,Los Angeles,85.4,7.3,2.7,0.3,3.4,1
6037128400,41.47,81-85%,4114,Los Angeles,36.2,50.5,4.1,0.3,6.1,2.9
6037128500,21.95,46-50%,4015,Los Angeles,17.1,65.7,6.2,0.2,7.7,3.1
6037128601,31.39,66-70%,4288,Los Angeles,48.6,40.4,4.5,0.2,3.6,2.8
6037128602,14.36,21-25%,3189,Los Angeles,17.6,70.1,3.6,0,5.4,3.3
6037128702,18.65,36-40%,5639,Los Angeles,13.5,70.1,6,0.3,7,3.1
6037128801,27.99,56-60%,3307,Los Angeles,14.8,60.5,9.7,0.1,10.2,4.6
6037128802,26.34,56-60%,4325,Los Angeles,18.4,62.8,6.1,0.3,8.9,3.5
6037128910,22.16,46-50%,4083,Los Angeles,14.2,65.3,7,0,8.1,5.3
6037131010,29.36,61-65%,6409,Los Angeles,55.7,21.2,4.2,0.1,15.4,3.3
6037131020,28.37,56-60%,5698,Los Angeles,62.9,21.3,2.7,0.1,11.1,2
6037131100,25.91,51-55%,3252,Los Angeles,42.7,42.8,4,0.3,8.1,2.1
6037131200,13.13,16-20%,3429,Los Angeles,36.3,43.7,3.4,0.3,12.1,4.1
6037131300,28.10,56-60%,4902,Los Angeles,62.4,20.9,2,0.2,12.5,1.9
6037131400,27.08,56-60%,5897,Los Angeles,46.9,28.4,6,0.2,15.9,2.6
6037131600,26.95,56-60%,5494,Los Angeles,54.5,28.9,2.5,0.2,11.8,2.1
6037131701,33.56,66-70%,4541,Los Angeles,38.1,30.8,6.6,0.2,21.1,3.3
6037131702,27.18,56-60%,3751,Los Angeles,53.1,27.2,5.3,0.1,12.8,1.5
6037131800,33.52,66-70%,5341,Los Angeles,56.7,23.7,2.6,0.3,14.6,2.2
6037131900,22.28,46-50%,4210,Los Angeles,48.6,36.8,2.9,0.3,9.1,2.3
6037132001,29.12,61-65%,3202,Los Angeles,33.3,52,3.4,0.2,7.7,3.3
6037132002,42.96,81-85%,3299,Los Angeles,39.6,47.5,2.6,0.3,7.7,2.4
6037132101,40.15,81-85%,4259,Los Angeles,50.4,31.5,6.6,0.1,8.7,2.7
6037132102,44.56,86-90%,5310,Los Angeles,46.6,35,4.6,0.2,10.8,2.8
6037132300,36.90,76-80%,6494,Los Angeles,54.8,25.7,2.9,0.3,11.8,4.4
6037132501,33.09,66-70%,3763,Los Angeles,47.8,36.2,3,0.2,10.8,1.9
6037132502,26.78,56-60%,3672,Los Angeles,40,43.5,3.4,0.1,9.5,3.5
6037132700,40.81,81-85%,4912,Los Angeles,60,29.1,2.6,0.1,6,2.1
6037132900,31.83,66-70%,3461,Los Angeles,22.1,62,2.9,0.4,8,4.5
6037133000,37.32,76-80%,4449,Los Angeles,55.9,27.3,3.1,0.1,11.5,2.1
6037133100,40.99,81-85%,5446,Los Angeles,33.1,50.5,3.7,0.2,8.8,3.8
6037134001,38.01,76-80%,3765,Los Angeles,75.4,8.9,2.7,0,12,1
6037134002,26.12,56-60%,3372,Los Angeles,61,18.2,3.1,0.3,15.3,2.1
6037134101,31.76,66-70%,4922,Los Angeles,41.1,26.4,3.6,0.1,25.9,2.9
6037134103,27.67,56-60%,4193,Los Angeles,42,33.5,4.7,0.1,17.7,2
6037134104,28.20,56-60%,4322,Los Angeles,42.9,19.8,6,0,28.3,2.8
6037134201,31.17,66-70%,4270,Los Angeles,54.5,27.6,2.5,0.1,13.4,1.8
6037134302,19.31,36-40%,3732,Los Angeles,22.8,54.4,2.9,0.1,15.3,4.4
6037134303,26.76,56-60%,5057,Los Angeles,35.3,42.4,3,0.2,15.6,3.6
6037134304,31.62,66-70%,2882,Los Angeles,28.3,46,4.1,0.2,18.6,2.7
6037134305,36.68,76-80%,3847,Los Angeles,77.6,8.6,2.7,0,10.1,1.1
6037134306,33.72,66-70%,3498,Los Angeles,44.5,26.6,8.2,0.5,17.5,2.7
6037134421,9.34,6-10%,3941,Los Angeles,8.4,73.6,1.7,0.1,11.8,4.3
6037134422,20.90,41-45%,4684,Los Angeles,16,61.7,3.5,0,16,2.7
6037134423,19.43,36-40%,3414,Los Angeles,12.3,67.4,2.5,0.1,14.4,3.4
